,,,,,,,,,Standard,,,,,,,,Performance,
223,Luis Hern·ndez,es ESP,DF,M·laga,27,1989,18.6,1,4,3,75,0.21,0.16,0.25,0.33,,0,0
224,Pablo Hern·ndez,cl CHI,MF,Celta Vigo,29,1986,21.1,1,13,3,23.1,0.62,0.14,0.08,0.33,,0,0
225,Theo Hern·ndez,fr FRA,DF,AlavÈs,18,1997,30.3,1,26,8,30.8,0.86,0.26,0.04,0.13,,0,0
226,Iago HerrerÌn,es ESP,GK,LeganÈs,28,1988,20.3,0,0,0,,0,0,,,,0,0
227,Andrew Hjulsager,dk DEN,MF,Celta Vigo,21,1995,2.9,1,9,3,33.3,3.12,1.04,0.11,0.33,,0,0
228,Martin Hongla,cm CMR,"DF,MF",Granada,18,1998,8.8,0,4,1,25,0.45,0.11,0,0,,0,0
229,Robert Ib·Òez,es ESP,MF,LeganÈs,23,1993,1.9,2,8,3,37.5,4.21,1.58,0.25,0.67,,0,0
230,Vicente Iborra,es ESP,MF,Sevilla,28,1988,16.5,7,31,14,45.2,1.88,0.85,0.19,0.43,,1,1
231,Asier Illarramendi,es ESP,MF,Real Sociedad,26,1990,33.4,1,19,5,26.3,0.57,0.15,0.05,0.2,,0,0
232,Sverrir Ingi Ingason,is ISL,DF,Granada,22,1993,16.4,1,5,1,20,0.31,0.06,0.2,1,,0,0
233,AndrÈs Iniesta,es ESP,MF,Barcelona,32,1984,14.8,0,18,8,44.4,1.21,0.54,0,0,,0,0
234,Pablo Insua,es ESP,DF,LeganÈs,22,1993,21.2,1,7,3,42.9,0.33,0.14,0.14,0.33,,0,0
235,Takashi Inui,jp JPN,MF,Eibar,28,1988,23,3,44,20,45.5,1.91,0.87,0.07,0.15,,0,0
236,Gorka Iraizoz,es ESP,GK,Athletic Club,35,1981,15.6,0,0,0,,0,0,,,,0,0
237,Isco,es ESP,"MF,FW",Real Madrid,24,1992,18.2,10,32,15,46.9,1.76,0.83,0.31,0.67,,0,0
238,Ander Iturraspe,es ESP,MF,Athletic Club,27,1989,12.9,0,4,1,25,0.31,0.08,0,0,,0,0
239,JesÈ,es ESP,"MF,FW",Las Palmas,23,1993,12.9,3,33,18,54.5,2.56,1.4,0.06,0.11,,1,1
240,JoaquÌn,es ESP,"FW,MF",Betis,35,1981,18.6,3,26,9,34.6,1.4,0.48,0.12,0.33,,0,0
241,Ola John,nl NED,"MF,FW",La CoruÒa,24,1992,3.9,0,8,3,37.5,2.04,0.76,0,0,,0,0
242,Jony,es ESP,MF,M·laga,25,1991,13.8,2,31,9,29,2.24,0.65,0.03,0.11,,1,1
243,Willian JosÈ,br BRA,FW,Real Sociedad,24,1991,22.9,12,70,28,40,3.05,1.22,0.13,0.32,,3,3
244,Joselu,es ESP,FW,La CoruÒa,26,1990,10,5,31,15,48.4,3.1,1.5,0.16,0.33,,0,0
245,Jota,es ESP,MF,Eibar,25,1991,2.3,0,3,0,0,1.33,0,0,,,0,0
246,Stevan Joveti?,me MNE,FW,Sevilla,26,1989,13.4,6,58,23,39.7,4.33,1.72,0.1,0.26,,0,1
247,Jozabed,es ESP,MF,Celta Vigo,25,1991,12.1,2,16,7,43.8,1.32,0.58,0.13,0.29,,0,0
248,Juanfran,es ESP,DF,La CoruÒa,27,1988,32.8,0,24,6,25,0.73,0.18,0,0,,0,0
249,Juanfran,es ESP,DF,AtlÈtico Madrid,31,1985,22,0,3,1,33.3,0.14,0.05,0,0,,0,0
250,Juankar,es ESP,"DF,MF",M·laga,26,1990,22.9,2,16,7,43.8,0.7,0.31,0.13,0.29,,0,0
251,Juanmi,es ESP,"FW,MF",Real Sociedad,23,1993,20.1,11,48,20,41.7,2.39,1,0.23,0.55,,0,0
252,Juanpi,ve VEN,"MF,FW",M·laga,22,1994,16.4,2,41,11,26.8,2.51,0.67,0.05,0.18,,0,0
253,David Junc‡,es ESP,DF,Eibar,22,1993,7.6,0,4,0,0,0.53,0,0,,,0,0
254,GaÎl Kakuta,cd COD,MF,La CoruÒa,25,1991,6,2,11,3,27.3,1.84,0.5,0.18,0.67,,0,0
255,Carlos Kameni,cm CMR,GK,M·laga,32,1984,35,0,0,0,,0,0,,,,0,0
256,Aleksandar Katai,rs SRB,"MF,FW",AlavÈs,25,1991,8.6,3,22,7,31.8,2.55,0.81,0.14,0.43,,0,0
257,Keko,es ESP,MF,M·laga,24,1991,11.7,0,18,4,22.2,1.54,0.34,0,0,,0,0
258,Kike,es ESP,FW,Eibar,26,1989,17,7,27,19,70.4,1.59,1.12,0.26,0.37,,0,0
259,Hiroshi Kiyotake,jp JPN,"MF,FW",Sevilla,26,1989,3.2,1,2,1,50,0.63,0.32,0.5,1,,0,0
260,Kenan Kodro,ba BIH,FW,Osasuna,22,1993,16.3,7,39,15,38.5,2.39,0.92,0.18,0.47,,0,0
261,Koke,es ESP,MF,AtlÈtico Madrid,24,1992,35.2,4,27,10,37,0.77,0.28,0.15,0.4,,0,0
262,TimothÈe Kolodziejczak,fr FRA,DF,Sevilla,24,1991,3.7,0,3,0,0,0.82,0,0,,,0,0
263,Bakary KonÈ,bf BFA,DF,M·laga,28,1988,6.7,0,1,0,0,0.15,0,0,,,0,0
264,Mamadou KonÈ,ci CIV,FW,LeganÈs,24,1991,1.9,0,4,1,25,2.08,0.52,0,0,,0,0
265,Panagiotis Kone,gr GRE,MF,Granada,29,1987,0.5,0,0,0,,0,0,,,,0,0
266,Mateo Kovacic,hr CRO,MF,Real Madrid,22,1994,19.8,1,14,5,35.7,0.71,0.25,0.07,0.2,,0,0
267,MatÌas Kranevitter,ar ARG,MF,Sevilla,23,1993,14.3,0,3,0,0,0.21,0,0,,,0,0
268,Artem Kravets,ua UKR,FW,Granada,27,1989,15.3,5,40,13,32.5,2.62,0.85,0.13,0.38,,0,0
269,Rene Krhin,si SVN,MF,Granada,26,1990,10.4,0,3,1,33.3,0.29,0.1,0,0,,0,0
270,Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,33,1983,1.9,0,3,0,0,1.59,0,0,,,0,0
271,Toni Kroos,de GER,MF,Real Madrid,26,1990,27.7,3,33,12,36.4,1.19,0.43,0.09,0.25,,0,0
272,Nenad Krsticic,rs SRB,MF,AlavÈs,26,1990,8.3,2,3,2,66.7,0.36,0.24,0.67,1,,0,0
273,Zdravko Kuzmanovi?,rs SRB,MF,M·laga,28,1987,2.4,0,4,0,0,1.68,0,0,,,0,0
274,VÌctor Laguardia,es ESP,DF,AlavÈs,26,1989,23.9,2,10,3,30,0.42,0.13,0.2,0.67,,0,0
275,Aymeric Laporte,es ESP,DF,Athletic Club,22,1994,31.8,2,17,6,35.3,0.53,0.19,0.12,0.33,,0,0
276,Miguel de las Cuevas,es ESP,MF,Osasuna,30,1986,20,0,22,6,27.3,1.1,0.3,0,0,,0,0
277,Toni Lato,es ESP,DF,Valencia,18,1997,5.4,0,0,0,,0,0,,,,0,0
278,Laure,es ESP,DF,La CoruÒa,31,1985,4.7,0,0,0,,0,0,,,,0,0
279,Florian Lejeune,fr FRA,DF,Eibar,25,1991,33,1,28,11,39.3,0.85,0.33,0.04,0.09,,0,0
280,IÒigo Lekue,es ESP,"MF,DF",Athletic Club,23,1993,17.5,2,19,5,26.3,1.09,0.29,0.11,0.4,,0,0
281,¡Ålvaro Lemos,es ESP,"DF,MF",Celta Vigo,23,1993,4.9,1,3,1,33.3,0.62,0.21,0.33,1,,0,0
282,Mauricio Lemos,uy URU,DF,Las Palmas,20,1995,20.6,5,19,10,52.6,0.92,0.49,0.26,0.5,,0,0
283,ClÈment Lenglet,fr FRA,DF,Sevilla,21,1995,15.1,0,1,1,100,0.07,0.07,0,0,,0,0
284,Pedro LeÛn,es ESP,MF,Eibar,29,1986,33.4,10,85,38,44.7,2.55,1.14,0.11,0.24,,1,3
285,Sergio LeÛn,es ESP,FW,Osasuna,27,1989,26.6,10,72,33,45.8,2.71,1.24,0.13,0.27,,1,1
286,Lillo,es ESP,DF,Sporting GijÛn,27,1989,23.7,0,5,2,40,0.21,0.08,0,0,,0,0
287,Marko Livaja,hr CRO,FW,Las Palmas,22,1993,16,5,26,16,61.5,1.62,1,0.19,0.31,,0,0
288,Ra˙l Lizoain,es ESP,GK,Las Palmas,25,1991,13,0,0,0,,0,0,,,,0,0
289,Diego Llorente,es ESP,"DF,MF",M·laga,22,1993,22.5,2,11,5,45.5,0.49,0.22,0.18,0.4,,0,0
290,Marcos Llorente,es ESP,MF,AlavÈs,21,1995,31.2,0,14,1,7.1,0.45,0.03,0,0,,0,0
291,Raoul LoÈ,cm CMR,MF,Osasuna,27,1989,6.3,0,5,3,60,0.79,0.47,0,0,,0,0
292,David Lomb·n,es ESP,DF,Granada,29,1987,20.5,2,10,2,20,0.49,0.1,0.2,1,,0,0
293,HÈlder Lopes,pt POR,DF,Las Palmas,27,1989,13.6,0,6,0,0,0.44,0,0,,,0,0
294,Adri·n LÛpez,es ESP,"FW,MF",Villarreal,28,1988,7.5,2,10,4,40,1.33,0.53,0.2,0.5,,0,0
295,David LÛpez,es ESP,"DF,MF",Espanyol,26,1989,36,3,17,10,58.8,0.47,0.28,0.18,0.3,,0,0
296,Diego LÛpez,es ESP,GK,Espanyol,34,1981,34.6,0,0,0,,0,0,,,,0,0
297,Isma LÛpez,es ESP,"DF,MF",Sporting GijÛn,26,1990,19.2,0,12,3,25,0.62,0.16,0,0,,0,1
298,Javi LÛpez,es ESP,DF,Espanyol,30,1986,16.9,0,1,0,0,0.06,0,0,,,0,0
299,Unai LÛpez,es ESP,MF,LeganÈs,20,1995,13,2,12,6,50,0.93,0.46,0.17,0.33,,0,0
300,Alberto Lora,es ESP,DF,Sporting GijÛn,29,1987,4.2,0,3,0,0,0.71,0,0,,,0,0
301,Luciano,br BRA,FW,LeganÈs,23,1993,13.1,4,25,8,32,1.91,0.61,0.12,0.38,,1,1
302,Filipe LuÌs,br BRA,DF,AtlÈtico Madrid,30,1985,33.4,3,25,10,40,0.75,0.3,0.12,0.3,,0,0
303,JosÈ Luis Gay‡,es ESP,DF,Valencia,21,1995,23.2,1,14,8,57.1,0.6,0.34,0.07,0.13,,0,0
304,Luisinho,pt POR,"DF,MF",La CoruÒa,31,1985,21.2,0,12,0,0,0.57,0,0,,,0,0
305,Antonio Luna,es ESP,DF,Eibar,25,1991,23.5,1,3,1,33.3,0.13,0.04,0.33,1,,0,0
306,Germ·n Lux,ar ARG,GK,La CoruÒa,34,1982,24.5,0,0,0,,0,0,,,,0,0
307,Darwin MachÌs,ve VEN,"MF,FW",LeganÈs,23,1993,11.8,1,36,13,36.1,3.06,1.11,0.03,0.08,,0,0
308,Aly MallÈ,ml MLI,"MF,FW",Granada,18,1998,5.6,0,6,3,50,1.06,0.53,0,0,,0,0
309,Hugo Mallo,es ESP,DF,Celta Vigo,25,1991,22.1,2,13,5,38.5,0.59,0.23,0.15,0.4,,0,0
310,AÔssa Mandi,dz ALG,DF,Betis,24,1991,24.6,2,13,7,53.8,0.53,0.28,0.15,0.29,,0,0
311,Eliaquim Mangala,fr FRA,DF,Valencia,25,1991,29.4,2,10,6,60,0.34,0.2,0.2,0.33,,0,0
312,MartÌn Mantovani,ar ARG,DF,LeganÈs,32,1984,30,1,15,4,26.7,0.5,0.13,0.07,0.25,,0,0
313,JosÈ Manuel Jurado,es ESP,MF,Espanyol,30,1986,27.3,3,35,12,34.3,1.28,0.44,0.09,0.25,,0,0
314,Marcelo,br BRA,DF,Real Madrid,28,1988,25.3,2,25,4,16,0.99,0.16,0.08,0.5,,0,0
315,”scar de Marcos,es ESP,DF,Athletic Club,27,1989,23.9,1,10,3,30,0.42,0.13,0.1,0.33,,0,0
316,JosÈ MarÌa GimÈnez,uy URU,"DF,MF",AtlÈtico Madrid,21,1995,11.3,0,13,6,46.2,1.15,0.53,0,0,,0,0
317,Mariano,br BRA,"DF,MF",Sevilla,30,1986,29.4,0,9,3,33.3,0.31,0.1,0,0,,0,0
318,Mariano,do DOM,FW,Real Madrid,22,1993,1.4,1,5,1,20,3.63,0.73,0.2,1,,0,0
319,Adri·n MarÌn,es ESP,DF,LeganÈs,19,1997,10.1,0,7,3,42.9,0.69,0.3,0,0,,0,0
320,Diego MariÒo,es ESP,GK,Sporting GijÛn,26,1990,2,0,0,0,,0,0,,,,0,0
321,Marlon,br BRA,DF,Barcelona,20,1995,2,0,0,0,,0,0,,,,0,0
322,Iv·n M·rquez,es ESP,DF,Osasuna,22,1994,4,0,0,0,,0,0,,,,0,0
323,Javi M·rquez,es ESP,MF,Granada,30,1986,4.4,0,11,2,18.2,2.48,0.45,0,0,,0,0
324,AarÛn MartÌn,es ESP,DF,Espanyol,19,1997,28.7,0,3,1,33.3,0.1,0.03,0,0,,0,0
325,Alberto MartÌn,es ESP,MF,LeganÈs,27,1989,13.2,0,4,0,0,0.3,0,0,,,0,0
326,Jonas Martin,fr FRA,MF,Betis,26,1990,12.8,2,9,5,55.6,0.7,0.39,0.22,0.4,,0,0
327,¡Ålex MartÌnez,es ESP,DF,Betis,25,1990,10.7,0,8,3,37.5,0.74,0.28,0,0,,0,0
328,Carlos MartÌnez,es ESP,DF,Real Sociedad,30,1986,9.7,0,1,1,100,0.1,0.1,0,0,,0,0
329,IÒigo MartÌnez,es ESP,DF,Real Sociedad,25,1991,33.3,3,41,13,31.7,1.23,0.39,0.07,0.23,,0,0
330,LuÌs Martins,pt POR,DF,Granada,24,1992,0.8,0,0,0,,0,0,,,,0,0
331,Javier Mascherano,ar ARG,DF,Barcelona,32,1984,21.3,1,11,2,18.2,0.52,0.09,0,0,,1,1
332,JÈrÈmy Mathieu,fr FRA,DF,Barcelona,32,1983,11.5,1,5,1,20,0.43,0.09,0.2,1,,0,0
333,Carl Medjani,dz ALG,DF,LeganÈs,31,1985,6.6,0,3,0,0,0.45,0,0,,,0,0
334,¡Ålvaro Medr·n,es ESP,MF,Valencia,22,1994,10.6,2,13,4,30.8,1.23,0.38,0.15,0.5,,0,0
335,”scar Melendo,es ESP,MF,Espanyol,18,1997,3.4,0,1,0,0,0.29,0,0,,,0,0
336,Tiago Mendes,pt POR,MF,AtlÈtico Madrid,35,1981,5,1,5,2,40,1,0.4,0.2,0.5,,0,0
337,…dgar MÈndez,es ESP,"MF,FW",AlavÈs,26,1990,17.9,4,43,16,37.2,2.4,0.89,0.07,0.19,,1,1
338,Gabriel Mercado,ar ARG,DF,Sevilla,29,1987,24.3,3,13,6,46.2,0.54,0.25,0.23,0.5,,0,0
339,Jorge MerÈ,es ESP,DF,Sporting GijÛn,19,1997,30.8,0,8,1,12.5,0.26,0.03,0,0,,0,0
340,Fran MÈrida,es ESP,MF,Osasuna,26,1990,9,1,16,4,25,1.77,0.44,0.06,0.25,,0,0
341,Sabin Merino,es ESP,"FW,MF",Athletic Club,24,1992,4.9,1,17,4,23.5,3.48,0.82,0.06,0.25,,0,0
342,Roque Mesa,es ESP,MF,Las Palmas,27,1989,33.7,1,23,8,34.8,0.68,0.24,0.04,0.13,,0,0
343,Lionel Messi,ar ARG,FW,Barcelona,29,1987,31.4,37,179,77,43,5.69,2.45,0.17,0.4,,6,7
344,Michel,br BRA,DF,Las Palmas,26,1990,23.2,0,10,0,0,0.43,0,0,,,0,0
345,Santi Mina,es ESP,"FW,MF",Valencia,20,1995,15.7,6,33,15,45.5,2.11,0.96,0.18,0.4,,0,0
346,Rafa Mir,es ESP,FW,Valencia,19,1997,0.1,0,1,0,0,12.86,0,0,,,0,0
347,Luka Modric,hr CRO,MF,Real Madrid,30,1985,21,1,20,10,50,0.95,0.48,0.05,0.1,,0,0
348,Momo,es ESP,"MF,FW",Las Palmas,34,1982,13.8,3,12,5,41.7,0.87,0.36,0.17,0.4,,1,1
349,¡Ångel Montoro,es ESP,MF,Las Palmas,28,1988,12.3,0,4,1,25,0.32,0.08,0,0,,0,0
350,MartÌn Montoya,es ESP,DF,Valencia,25,1991,24.7,2,11,4,36.4,0.45,0.16,0.18,0.5,,0,0
351,Walter Montoya,ar ARG,FW,Sevilla,23,1993,1.2,0,2,0,0,1.62,0,0,,,0,0
352,Erik Mor·n,es ESP,MF,LeganÈs,25,1991,10.6,0,4,1,25,0.38,0.09,0,0,,0,0
353,¡Ålvaro Morata,es ESP,FW,Real Madrid,23,1992,14.8,15,54,30,55.6,3.64,2.02,0.28,0.5,,0,0
354,Gerard Moreno,es ESP,FW,Espanyol,24,1992,36.4,13,82,33,40.2,2.25,0.91,0.16,0.39,,0,1
355,Marlos Moreno,co COL,"MF,FW",La CoruÒa,19,1996,8.8,0,24,5,20.8,2.72,0.57,0,0,,0,0
356,Pedro Mosquera,es ESP,MF,La CoruÒa,28,1988,17.4,3,10,4,40,0.58,0.23,0.3,0.75,,0,0
357,Iker Muniain,es ESP,MF,Athletic Club,23,1992,26.7,7,41,18,43.9,1.53,0.67,0.17,0.39,,0,0
358,Luis MuÒoz,es ESP,DF,M·laga,19,1997,4.2,0,1,0,0,0.24,0,0,,,0,0
359,Mateo Musacchio,ar ARG,DF,Villarreal,25,1990,22.9,0,8,0,0,0.35,0,0,,,0,0
360,Charly Musonda Jr.,be BEL,MF,Betis,19,1996,3.2,0,6,2,33.3,1.9,0.63,0,0,,0,0
361,Shkodran Mustafi,de GER,DF,Valencia,24,1992,0.5,0,1,0,0,2,0,0,,,0,0
362,Alfred N'Diaye,sn SEN,MF,Villarreal,26,1990,1.3,0,1,0,0,0.78,0,0,,,0,0
363,Nacho,es ESP,DF,Real Madrid,26,1990,25.6,2,8,5,62.5,0.31,0.2,0.25,0.4,,0,0
364,MatÌas Nahuel,es ESP,"FW,MF",Betis,19,1996,1.7,0,1,0,0,0.58,0,0,,,0,0
365,Nani,pt POR,"MF,FW",Valencia,29,1986,20.7,5,68,18,26.5,3.28,0.87,0.06,0.22,,1,1
366,Nano,es ESP,FW,Eibar,21,1995,1.8,1,7,3,42.9,3.91,1.68,0.14,0.33,,0,0
367,Samir Nasri,fr FRA,"MF,FW",Sevilla,29,1987,20.4,2,25,11,44,1.22,0.54,0.08,0.18,,0,1
368,Fernando Navarro,es ESP,DF,La CoruÒa,34,1982,22.8,0,4,0,0,0.18,0,0,,,0,0
369,Marc Navarro,es ESP,DF,Espanyol,21,1995,8.8,2,16,3,18.8,1.83,0.34,0.13,0.67,,0,0
370,Rafa Navarro,es ESP,DF,Betis,22,1994,14.2,2,7,5,71.4,0.49,0.35,0.29,0.4,,0,0
371,Keylor Navas,cr CRC,GK,Real Madrid,29,1986,27,0,0,0,,0,0,,,,0,0
372,Ra˙l Navas,es ESP,DF,Real Sociedad,28,1988,31.1,1,26,5,19.2,0.84,0.16,0.04,0.2,,0,0
373,Dani Ndi,cm CMR,MF,Sporting GijÛn,20,1995,1.7,0,3,0,0,1.76,0,0,,,0,0
374,Neymar,br BRA,FW,Barcelona,24,1992,29.4,13,105,42,40,3.57,1.43,0.11,0.29,,1,1
375,Sa˙l —Ìguez,es ESP,MF,AtlÈtico Madrid,21,1994,28.2,4,47,14,29.8,1.66,0.5,0.09,0.29,,0,0
376,Steven Nzonzi,fr FRA,MF,Sevilla,27,1988,34.1,2,32,12,37.5,0.94,0.35,0.06,0.17,,0,0
377,Jan Oblak,si SVN,GK,AtlÈtico Madrid,23,1993,29.4,0,0,0,,0,0,,,,0,0
378,Guillermo Ochoa,mx MEX,GK,Granada,31,1985,38,0,0,0,,0,0,,,,0,0
379,¡Ålvaro Odriozola,es ESP,DF,Real Sociedad,20,1995,14.2,0,1,0,0,0.07,0,0,,,0,0
380,Miguel Olavide,es ESP,"MF,DF",Osasuna,20,1996,5.5,1,4,1,25,0.73,0.18,0.25,1,,0,0
381,Weligton Oliveira,br BRA,DF,M·laga,36,1979,1,0,0,0,,0,0,,,,0,0
382,Javier Ontiveros,es ESP,MF,M·laga,18,1997,9.3,2,23,3,13,2.48,0.32,0.09,0.67,,0,0
383,Fabi·n Orellana,cl CHI,"MF,FW",Celta Vigo,30,1986,5.8,2,11,6,54.5,1.9,1.03,0.18,0.33,,0,0
384,Fabi·n Orellana,cl CHI,"MF,FW",Valencia,30,1986,12.6,1,15,7,46.7,1.19,0.55,0.07,0.14,,0,0
385,Adri·n Ortol·,es ESP,GK,AlavÈs,22,1993,2,0,0,0,,0,0,,,,0,0
386,Antonio Otegui,es ESP,MF,Osasuna,18,1998,0.5,0,0,0,,0,0,,,,0,0
387,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,19,1997,30.2,2,57,19,33.3,1.89,0.63,0.04,0.11,,0,0
388,Fernando Pacheco,es ESP,GK,AlavÈs,24,1992,36,0,0,0,,0,0,,,,0,0
389,Asdr˙bal PadrÛn,es ESP,"FW,MF",Las Palmas,25,1991,0.4,0,0,0,,0,0,,,,0,0
390,Aleksandar Panti?,rs SRB,DF,AlavÈs,24,1992,1.7,0,1,0,0,0.58,0,0,,,0,0
391,RubÈn Pardo,es ESP,MF,Betis,23,1992,14.1,1,17,7,41.2,1.21,0.5,0.06,0.14,,0,0
392,RubÈn Pardo,es ESP,MF,Real Sociedad,23,1992,1.8,0,0,0,,0,0,,,,0,0
393,Nicol·s Pareja,ar ARG,DF,Sevilla,32,1984,24,1,10,3,30,0.42,0.12,0.1,0.33,,0,0
394,Daniel Parejo,es ESP,MF,Valencia,27,1989,35.5,5,50,26,52,1.41,0.73,0.04,0.08,,3,5
395,Thomas Partey,gh GHA,"MF,DF",AtlÈtico Madrid,23,1993,7.1,1,8,3,37.5,1.13,0.42,0.13,0.33,,0,0
396,Alexandre Pato,br BRA,FW,Villarreal,26,1989,9.7,2,28,9,32.1,2.88,0.92,0.07,0.22,,0,1
397,RubÈn PeÒa,es ESP,"MF,FW",Eibar,25,1991,11.8,1,22,6,27.3,1.86,0.51,0.05,0.17,,0,0
398,Adalberto PeÒaranda,ve VEN,FW,M·laga,19,1997,1.9,0,0,0,,0,0,,,,0,0
399,Pepe,pt POR,DF,Real Madrid,33,1983,12,2,5,2,40,0.42,0.17,0.4,1,,0,0
400,Luis Perea,es ESP,MF,Osasuna,18,1997,0.2,0,0,0,,0,0,,,,0,0
401,Andreas Pereira,br BRA,MF,Granada,20,1996,31.3,5,75,26,34.7,2.39,0.83,0.07,0.19,,0,0
402,Enzo PÈrez,ar ARG,MF,Valencia,30,1986,24.3,0,11,2,18.2,0.45,0.08,0,0,,0,0
403,Hern·n PÈrez,py PAR,MF,Espanyol,27,1989,19.9,3,27,7,25.9,1.36,0.35,0.11,0.43,,0,0
404,Lucas PÈrez,es ESP,FW,La CoruÒa,27,1988,1,1,3,1,33.3,3,1,0,0,,1,1
405,Nauzet PÈrez,es ESP,GK,Osasuna,31,1985,13,0,0,0,,0,0,,,,0,0
406,RubÈn PÈrez,es ESP,MF,LeganÈs,27,1989,25.9,0,19,4,21.1,0.73,0.15,0,0,,0,0
407,Petros,br BRA,MF,Betis,27,1989,23.8,1,13,2,15.4,0.55,0.08,0.08,0.5,,0,0
408,Germ·n Pezzella,ar ARG,DF,Betis,25,1991,34.4,1,17,7,41.2,0.49,0.2,0.06,0.14,,0,0
409,Pablo Piatti,ar ARG,MF,Espanyol,27,1989,25.9,10,40,19,47.5,1.54,0.73,0.23,0.47,,1,1
410,Cristiano Piccini,it ITA,DF,Betis,23,1992,19.3,2,15,3,20,0.78,0.16,0.13,0.67,,0,0
411,Pinchi,es ESP,"FW,MF",La CoruÒa,20,1996,0,0,0,0,,0,0,,,,0,0
412,Gerard PiquÈ,es ESP,DF,Barcelona,29,1987,24.3,2,19,8,42.1,0.78,0.33,0.11,0.25,,0,0
413,Carles Planas,es ESP,DF,Celta Vigo,25,1991,10.5,0,2,0,0,0.19,0,0,,,0,0
414,Ezequiel Ponce,ar ARG,FW,Granada,19,1997,12.6,2,37,8,21.6,2.93,0.63,0.05,0.25,,0,1
415,Xabi Prieto,es ESP,MF,Real Sociedad,32,1983,31.3,8,34,14,41.2,1.09,0.45,0.21,0.5,,1,1
416,Nemanja Radoja,rs SRB,MF,Celta Vigo,23,1993,26.9,1,9,4,44.4,0.34,0.15,0.11,0.25,,0,0
417,Juan Rafael Fuentes,es ESP,DF,Osasuna,26,1990,14.3,0,1,1,100,0.07,0.07,0,0,,0,0
418,Rafinha,br BRA,MF,Barcelona,23,1993,11.9,6,25,10,40,2.1,0.84,0.24,0.6,,0,0
419,Ivan Rakitic,hr CRO,MF,Barcelona,28,1988,26,8,48,16,33.3,1.85,0.62,0.17,0.5,,0,0
420,Adil Rami,fr FRA,DF,Sevilla,30,1985,19.8,0,11,2,18.2,0.56,0.1,0,0,,0,0
421,Benito RamÌrez,es ESP,"DF,MF",Las Palmas,21,1995,0.2,0,0,0,,0,0,,,,0,0
422,Sandro RamÌrez,es ESP,FW,M·laga,21,1995,25.6,14,92,37,40.2,3.59,1.44,0.15,0.38,,0,1
423,Iv·n Ramis,es ESP,DF,Eibar,31,1984,19.1,3,9,6,66.7,0.47,0.31,0.33,0.5,,0,0
424,Adri·n Ramos,co COL,FW,Granada,30,1986,12.5,4,23,12,52.2,1.84,0.96,0.17,0.33,,0,0
425,Omar Ramos,es ESP,MF,LeganÈs,28,1988,10.8,0,14,2,14.3,1.3,0.19,0,0,,0,0
426,Sergio Ramos,es ESP,DF,Real Madrid,30,1986,27.6,7,35,10,28.6,1.27,0.36,0.2,0.7,,0,0
427,Recio,es ESP,MF,M·laga,25,1991,15,3,15,8,53.3,1,0.53,0.13,0.25,,1,1
428,Diego Reyes,mx MEX,DF,Espanyol,23,1992,32.1,1,9,5,55.6,0.28,0.16,0.11,0.2,,0,0
429,Federico Ricca,uy URU,DF,M·laga,21,1994,18,0,11,1,9.1,0.61,0.06,0,0,,0,0
430,Diego Rico,es ESP,DF,LeganÈs,23,1993,24.7,1,16,3,18.8,0.65,0.12,0.06,0.33,,0,0
431,Fran Rico,es ESP,MF,Eibar,28,1987,13.6,2,13,5,38.5,0.95,0.37,0.15,0.4,,0,0
432,Mikel Rico,es ESP,MF,Athletic Club,31,1984,5.3,1,10,2,20,1.87,0.37,0.1,0.5,,0,0
433,Sergio Rico,es ESP,GK,Sevilla,22,1993,35,0,0,0,,0,0,,,,0,0
434,Oriol Riera,es ESP,FW,Osasuna,30,1986,16.2,4,39,16,41,2.41,0.99,0.1,0.25,,0,0
435,Asier Riesgo,es ESP,GK,Eibar,32,1983,13.9,0,0,0,,0,0,,,,0,0
436,Cristian Rivera,es ESP,MF,Eibar,19,1997,8,0,6,1,16.7,0.75,0.12,0,0,,0,0
437,Emmanuel RiviËre,fr FRA,"FW,MF",Osasuna,26,1990,8.9,0,16,7,43.8,1.8,0.79,0,0,,0,0
438,Roberto,es ESP,GK,Espanyol,30,1986,3.4,0,0,0,,0,0,,,,0,0
439,Sergi Roberto,es ESP,DF,Barcelona,24,1992,26.5,0,16,5,31.3,0.6,0.19,0,0,,0,0
440,Marc Roca,es ESP,MF,Espanyol,19,1996,14.7,0,13,3,23.1,0.89,0.2,0,0,,0,0
441,Jean Carlos Silva Rocha,br BRA,"FW,MF",Granada,20,1996,0.3,0,1,0,0,3,0,0,,,0,0
442,Rodri,es ESP,MF,Villarreal,20,1996,9.4,0,8,1,12.5,0.85,0.11,0,0,,0,0
443,Rodrigo,es ESP,"FW,MF",Valencia,25,1991,15.4,5,31,11,35.5,2.01,0.71,0.16,0.45,,0,0
444,KÈvin Rodrigues,pt POR,DF,Real Sociedad,22,1994,1.2,0,3,1,33.3,2.6,0.87,0,0,,0,0
445,James RodrÌguez,co COL,"MF,FW",Real Madrid,25,1991,13.1,8,32,18,56.3,2.44,1.37,0.25,0.44,,0,0
446,JosÈ RodrÌguez,es ESP,MF,M·laga,21,1994,5,0,2,2,100,0.4,0.4,0,0,,0,0
447,Juan RodrÌguez,es ESP,DF,Sporting GijÛn,21,1995,2.6,0,0,0,,0,0,,,,0,0
