,,,,,,Tackles,,,,,Vs Dribbles,,,,Blocks,,,,,,
446,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,24.3,38,22,17,15,6,17,38,44.7,21,35,2,33,27,65,40,1
447,Antonio Puertas,es ESP,"FW,MF",Granada,24.1,27,13,9,12,6,10,32,31.3,22,24,5,19,12,39,25,0
448,Riqui Puig,es ESP,"MF,FW",Barcelona,3.2,5,3,1,3,1,4,8,50,4,0,0,0,1,6,0,0
449,Jorge Pulido,es ESP,DF,Huesca,32.1,39,24,31,8,0,17,29,58.6,12,32,18,14,52,91,98,0
450,Domingos Quina,pt POR,MF,Granada,3.8,5,5,1,3,1,3,6,50,3,8,0,8,2,7,0,0
451,Quini,es ESP,DF,Granada,13.2,33,22,23,7,3,19,36,52.8,17,15,6,9,15,48,39,0
452,Quique,es ESP,"FW,MF",Eibar,1.9,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0
453,Dani Raba,es ESP,"MF,FW",Villarreal,1.7,2,1,0,1,1,2,8,25,6,1,0,1,0,2,0,0
454,Uros Racic,rs SRB,MF,Valencia,24.3,38,22,16,16,6,16,54,29.6,38,33,11,22,26,64,54,0
455,Nemanja Radoja,rs SRB,MF,Levante,12.5,23,15,12,10,1,5,19,26.3,14,9,3,6,19,42,12,1
456,Ivan Rakitic,hr CRO,MF,Sevilla,24.8,32,18,18,10,4,12,41,29.3,29,19,4,15,26,58,29,1
457,Jonás Ramalho,es ESP,DF,Osasuna,3.4,5,4,4,0,1,1,3,33.3,2,3,0,3,2,7,7,0
458,Sandro Ramírez,es ESP,FW,Huesca,14.3,13,9,3,8,2,4,11,36.4,7,11,1,10,10,23,2,0
459,Sergio Ramos,es ESP,DF,Real Madrid,14.2,15,12,8,6,1,6,10,60,4,9,5,4,19,34,39,1
460,Recio,es ESP,MF,Eibar,8.2,17,5,4,8,5,8,18,44.4,10,6,0,6,4,21,1,0
461,Francisco Reis Ferreira,pt POR,DF,Valencia,2,1,1,1,0,0,0,3,0,3,0,0,0,0,1,6,0
462,Karim Rekik,nl NED,DF,Sevilla,7.3,7,5,2,5,0,1,4,25,3,8,3,5,6,13,17,0
463,Álex Remiro,es ESP,GK,Real Sociedad,38,0,0,0,0,0,0,1,0,1,0,0,0,3,3,14,0
464,Oriol Rey,es ESP,MF,Valladolid,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
465,Ricard,es ESP,DF,Atlético Madrid,0.3,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0
466,Mikel Rico,es ESP,MF,Huesca,24.3,24,12,14,8,2,11,34,32.4,23,20,3,17,23,47,22,0
467,Emiliano Rigoni,ar ARG,MF,Elche,12.7,12,7,3,8,1,3,15,20,12,16,1,15,6,18,9,0
468,Luis Rioja,es ESP,"MF,FW",Alavés,23.2,21,14,11,7,3,7,39,17.9,32,23,1,22,20,41,30,0
469,Rober,es ESP,"DF,MF",Levante,15.8,14,7,8,3,3,8,18,44.4,10,24,16,8,35,49,52,1
470,Roberto,es ESP,GK,Valladolid,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0
471,Sergi Roberto,es ESP,"DF,FW",Barcelona,10.5,9,6,5,2,2,7,13,53.8,6,12,6,6,10,19,20,0
472,Joel Robles,es ESP,GK,Betis,18,0,0,0,0,0,0,1,0,1,1,0,1,0,0,11,2
473,Rubén Rochina,es ESP,MF,Levante,15.6,38,28,12,23,3,12,35,34.3,23,22,2,20,22,60,7,0
474,Rodrigo,es ESP,"FW,MF",Betis,6,3,3,1,2,0,1,6,16.7,5,7,0,7,2,5,0,0
475,Kévin Rodrigues,pt POR,"DF,MF",Eibar,12.2,16,8,8,5,3,7,23,30.4,16,10,1,9,20,36,15,1
476,Ángel Rodríguez,es ESP,"FW,MF",Getafe,15.3,7,4,1,4,2,1,16,6.3,15,7,0,7,2,9,8,0
477,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,5.7,15,9,3,8,4,6,13,46.2,7,2,0,2,10,25,1,0
478,Guido Rodríguez,ar ARG,MF,Betis,31.8,98,56,52,40,6,40,85,47.1,45,52,14,38,68,166,58,2
479,Miguel Rodríguez,es ESP,"FW,DF",Celta Vigo,0.3,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
480,Víctor Rodríguez,es ESP,MF,Elche,4.7,4,3,3,1,0,0,9,0,9,5,1,4,5,9,4,0
481,Rodrygo,br BRA,FW,Real Madrid,10.9,15,6,10,4,1,2,17,11.8,15,15,0,15,7,22,4,0
482,Facundo Roncaglia,ar ARG,DF,Osasuna,13.7,25,14,14,11,0,11,20,55,9,11,6,5,25,50,26,0
483,Rubén,es ESP,GK,Osasuna,2.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
484,Waldo Rubio,es ESP,"FW,MF",Valladolid,4.2,6,4,2,2,2,1,14,7.1,13,6,0,6,3,9,3,0
485,Aitor Ruibal,es ESP,"FW,MF",Betis,17.7,32,18,14,14,4,10,35,28.6,25,26,0,26,11,43,8,0
486,Isma Ruiz,es ESP,MF,Granada,0.7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0
487,Víctor Ruiz,es ESP,DF,Betis,24,11,7,7,4,0,4,13,30.8,9,17,13,4,44,55,85,0
488,Gerónimo Rulli,ar ARG,GK,Villarreal,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
489,Modibo Sagnan,fr FRA,DF,Real Sociedad,6.9,12,7,6,6,0,4,6,66.7,2,7,2,5,6,18,25,1
490,Borja Sainz,es ESP,"MF,FW",Alavés,5,7,3,3,2,2,4,16,25,12,4,0,4,6,13,1,0
491,Salvi,es ESP,"MF,FW",Cádiz,21.5,18,10,14,3,1,8,26,30.8,18,14,1,13,20,38,24,0
492,Fede San Emeterio,es ESP,MF,Valladolid,16.2,25,14,15,7,3,11,31,35.5,20,23,8,15,28,53,33,0
493,Antonio Sanabria,py PAR,FW,Betis,10.4,5,5,0,4,1,0,2,0,2,8,1,7,3,8,9,0
494,Oihan Sancet,es ESP,"FW,MF",Athletic Club,11.5,8,2,3,4,1,2,7,28.6,5,4,0,4,5,13,7,0
495,Germán Sánchez,es ESP,DF,Granada,29.3,24,11,13,9,2,11,23,47.8,12,28,26,2,38,62,130,1
496,Javi Sánchez,es ESP,DF,Valladolid,10.2,15,10,10,4,1,9,10,90,1,15,7,8,15,30,37,0
497,Manuel Sánchez,es ESP,DF,Osasuna,10.8,27,15,10,10,7,11,25,44,14,8,0,8,8,35,14,0
498,Manuel Sánchez,es ESP,DF,Atlético Madrid,0.5,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
499,Juan Sánchez Miño,ar ARG,"DF,MF",Elche,5.5,8,5,5,3,0,6,14,42.9,8,4,0,4,4,12,7,0
500,Oier Sanjurjo,es ESP,MF,Osasuna,23.2,39,16,8,27,4,17,60,28.3,43,24,6,18,29,68,41,0
501,Ivan Šaponjic,rs SRB,FW,Cádiz,4.3,1,0,0,1,0,0,2,0,2,2,0,2,1,2,4,0
502,Stefan Savi?,me MNE,DF,Atlético Madrid,32.8,40,25,32,7,1,21,34,61.8,13,33,19,14,42,82,110,0
503,Jaime Seoane,es ESP,MF,Huesca,22.9,50,30,20,23,7,24,65,36.9,41,27,6,21,17,67,14,0
504,Edgar Sevikyan,ru RUS,MF,Levante,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
505,Sidnei,br BRA,DF,Betis,7.7,9,3,6,3,0,4,9,44.4,5,6,4,2,16,25,28,0
506,David Silva,es ESP,MF,Real Sociedad,15.5,19,12,2,14,3,8,21,38.1,13,14,1,13,13,32,8,2
507,Gastón Silva,uy URU,DF,Huesca,6.7,16,12,11,5,0,8,14,57.1,6,10,4,6,11,27,16,0
508,Rui Silva,pt POR,GK,Granada,32,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,14,0
509,Unai Simón,es ESP,GK,Athletic Club,37,1,0,1,0,0,1,2,50,1,0,0,0,0,1,7,7
510,Dimitris Siovas,gr GRE,DF,Huesca,34.1,46,24,34,10,2,20,30,66.7,10,38,17,21,62,108,125,2
511,Antonio Sivera,es ESP,GK,Alavés,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
512,Rafa Soares,pt POR,DF,Eibar,12.6,28,17,16,8,4,15,21,71.4,6,14,4,10,20,48,32,0
513,Rubén Sobrino,es ESP,"MF,FW",Valencia,0.5,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
514,Rubén Sobrino,es ESP,"FW,MF",Cádiz,12.4,29,13,8,16,5,8,18,44.4,10,19,0,19,15,44,11,0
515,Augusto Solari,ar ARG,MF,Celta Vigo,5.4,18,13,9,8,1,6,26,23.1,20,13,1,12,6,24,5,0
516,Roberto Soldado,es ESP,FW,Granada,16,7,4,1,4,2,2,11,18.2,9,8,0,8,4,11,13,1
517,Carlos Soler,es ESP,MF,Valencia,30.4,41,24,14,24,3,19,52,36.5,33,35,11,24,23,64,41,0
518,Son,es ESP,"DF,MF",Levante,12.3,18,10,11,6,1,9,19,47.4,10,11,2,9,12,30,20,0
519,David Soria,es ESP,GK,Getafe,28,2,2,2,0,0,1,3,33.3,2,0,0,0,1,3,12,0
520,Alberto Soro,es ESP,"FW,MF",Granada,4.4,7,2,2,4,1,4,10,40,6,7,0,7,1,8,2,0
521,Hugo Sotelo,es ESP,MF,Celta Vigo,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
522,Damián Suárez,uy URU,DF,Getafe,27,59,39,29,23,7,30,81,37,51,43,2,41,31,90,42,0
523,Denis Suárez,es ESP,MF,Celta Vigo,31.7,64,32,22,30,12,21,94,22.3,73,30,2,28,22,86,15,2
524,Luis Suárez,uy URU,FW,Atlético Madrid,27.9,11,7,0,4,7,3,12,25,9,7,0,7,5,16,13,0
525,Suso,es ESP,FW,Sevilla,24.6,20,10,8,6,6,10,41,24.4,31,12,0,12,8,28,8,0
526,Tachi,es ESP,DF,Alavés,9.4,11,9,9,2,0,6,14,42.9,8,9,6,3,11,22,32,0
527,Renato Tapia,pe PER,MF,Celta Vigo,30,93,44,50,34,9,32,83,38.6,51,56,13,43,53,146,75,2
528,Tomás Tavares,pt POR,"MF,DF",Alavés,0.7,2,1,2,0,0,2,2,100,0,1,0,1,0,2,1,0
529,Álvaro Tejero,es ESP,DF,Eibar,1.2,1,1,0,0,1,1,3,33.3,2,1,0,1,3,4,6,0
530,Cristian Tello,es ESP,"FW,MF",Betis,14.3,16,10,5,9,2,4,22,18.2,18,14,0,14,11,27,8,0
531,Marc-André ter Stegen,de GER,GK,Barcelona,31,0,0,0,0,0,0,2,0,2,0,0,0,0,0,12,2
532,David Timor,es ESP,"MF,DF",Getafe,15.5,13,9,5,6,2,9,21,42.9,12,5,1,4,19,32,32,1
533,Toño,es ESP,"DF,FW",Levante,8.1,4,0,4,0,0,0,2,0,2,10,1,9,7,11,12,0
534,Lucas Torreira,uy URU,MF,Atlético Madrid,5.8,8,4,2,3,3,0,3,0,3,5,3,2,12,20,8,0
535,Óliver Torres,es ESP,"MF,FW",Sevilla,15.6,34,22,13,15,6,19,53,35.8,34,15,0,15,15,49,9,0
536,Pau Torres,es ESP,DF,Villarreal,33,17,11,10,5,2,11,18,61.1,7,33,25,8,23,40,111,1
537,Roberto Torres,es ESP,"MF,FW",Osasuna,21,15,8,6,5,4,8,29,27.6,21,12,0,12,16,31,13,0
538,Lucas Torró,es ESP,MF,Osasuna,17.2,32,15,11,19,2,21,34,61.8,13,16,7,9,27,59,43,0
539,Manu Trigueros,es ESP,MF,Villarreal,28.1,51,30,25,21,5,21,77,27.3,56,32,2,30,17,68,19,0
540,Francisco Trincão,pt POR,"FW,MF",Barcelona,7.8,4,2,0,3,1,2,5,40,3,4,0,4,1,5,2,0
541,Kieran Trippier,eng ENG,DF,Atlético Madrid,27.5,61,39,30,25,6,26,52,50,26,22,4,18,40,101,58,1
542,Samuel Umtiti,fr FRA,DF,Barcelona,7.2,5,1,3,2,0,1,2,50,1,11,6,5,9,14,15,0
543,Enes Ünal,tr TUR,FW,Getafe,14.6,11,3,0,8,3,4,15,26.7,11,11,0,11,2,13,14,0
544,Tomáš Vaclík,cz CZE,GK,Sevilla,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
545,Eugeni Valderrama,es ESP,"MF,FW",Huesca,1.3,2,2,1,0,1,0,1,0,1,0,0,0,5,7,3,0
546,Jesús Vallejo,es ESP,DF,Granada,15,11,6,7,3,1,7,18,38.9,11,21,11,10,13,24,55,0
547,Manu Vallejo,es ESP,"FW,MF",Valencia,10.6,18,8,5,8,5,5,26,19.2,21,8,0,8,3,21,3,0
548,Federico Valverde,uy URU,MF,Real Madrid,14.8,25,16,9,8,8,10,26,38.5,16,16,2,14,22,47,4,0
549,Raphaël Varane,fr FRA,DF,Real Madrid,30.2,22,14,16,5,1,10,19,52.6,9,26,18,8,36,58,114,2
550,Denis Vavro,sk SVK,DF,Huesca,6.8,7,4,2,4,1,2,5,40,3,2,0,2,11,18,21,0
551,Franco Vázquez,ar ARG,"FW,MF",Sevilla,1.8,5,1,0,3,2,1,5,20,4,2,1,1,1,6,1,0
552,Kevin Vázquez,es ESP,DF,Celta Vigo,6.2,11,5,9,2,0,3,9,33.3,6,8,0,8,9,20,18,0
553,Lucas Vázquez,es ESP,"DF,FW",Real Madrid,20.5,61,37,30,22,9,22,52,42.3,30,14,1,13,19,80,31,1
554,Koke Vegas,es ESP,GK,Levante,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
555,Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,1.3,3,0,3,0,0,1,4,25,3,3,0,3,3,6,0,0
556,Unai Vencedor Paris,es ESP,MF,Athletic Club,18.9,31,21,10,15,6,11,42,26.2,31,17,6,11,18,49,14,0
557,Gonzalo Verdú,es ESP,DF,Elche,32.7,34,19,26,8,0,16,28,57.1,12,40,30,10,52,86,113,0
558,Mikel Vesga,es ESP,MF,Athletic Club,19.1,28,14,8,16,4,12,50,24,38,28,8,20,27,55,35,1
559,Rúben Vezo,pt POR,DF,Levante,25.7,34,19,26,7,1,12,29,41.4,17,22,11,11,46,80,106,3
560,Iñigo Vicente,es ESP,"FW,MF",Athletic Club,0.6,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0
561,Fede Vico,es ESP,"MF,FW",Granada,8.5,10,6,5,5,0,3,10,30,7,15,1,14,12,22,5,0
562,Aleix Vidal,es ESP,DF,Sevilla,6.6,9,5,5,3,1,5,12,41.7,7,10,1,9,12,21,9,0
563,Nacho Vidal,es ESP,DF,Osasuna,26.1,56,28,27,22,7,22,31,71,9,39,10,29,43,99,68,0
564,Toni Villa,es ESP,"MF,FW",Valladolid,10.8,31,16,11,14,6,15,42,35.7,27,15,1,14,5,36,3,0
565,Asier Villalibre,es ESP,FW,Athletic Club,17.7,3,2,0,2,1,2,8,25,6,4,0,4,2,5,16,0
566,Iván Villar,es ESP,GK,Celta Vigo,19.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,0
567,Vitolo,es ESP,"MF,FW",Atlético Madrid,3.3,4,1,2,0,2,1,6,16.7,5,3,0,3,3,7,2,0
568,Šime Vrsaljko,hr CRO,"FW,DF",Atlético Madrid,5.8,18,12,13,5,0,8,12,66.7,4,5,0,5,8,26,14,0
569,Nikola Vukcevic,me MNE,MF,Levante,9,14,7,5,8,1,9,18,50,9,8,5,3,8,22,12,1
570,Daniel Wass,dk DEN,"MF,DF",Valencia,33.1,52,31,21,29,2,22,55,40,33,33,13,20,47,99,69,0
571,Shon Weissman,il ISR,FW,Valladolid,23.7,12,9,4,5,3,2,23,8.7,21,17,3,14,8,20,7,0
572,Iñaki Williams,gh GHA,FW,Athletic Club,26.5,11,7,0,4,7,2,14,14.3,12,13,1,12,5,16,22,0
573,Nico Williams,es ESP,MF,Athletic Club,0.6,1,0,1,0,0,0,2,0,2,0,0,0,1,2,0,0
574,Jawad El Yamiq,ma MAR,DF,Valladolid,15.3,21,14,14,7,0,8,11,72.7,3,15,10,5,46,67,100,0
575,Rubén Yáñez,es ESP,GK,Getafe,10,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0
576,Yoel,es ESP,GK,Eibar,3.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
577,Okay Yokuslu,tr TUR,MF,Celta Vigo,5.1,14,8,8,4,2,5,9,55.6,4,5,2,3,10,24,9,0
578,Joseba Zaldúa,es ESP,DF,Real Sociedad,7.1,15,12,7,5,3,6,18,33.3,12,6,2,4,6,21,13,0
579,Oier Zarraga,es ESP,MF,Athletic Club,1.1,1,1,0,1,0,1,2,50,1,1,0,1,0,1,0,0
580,Igor Zubeldia,es ESP,DF,Real Sociedad,21.8,23,16,15,8,0,8,14,57.1,6,20,13,7,12,35,46,0
581,Martín Zubimendi,es ESP,MF,Real Sociedad,20.9,41,22,18,20,3,20,34,58.8,14,22,10,12,40,81,39,0
582,Martin Ødegaard,no NOR,MF,Real Madrid,2.6,1,0,0,1,0,1,2,50,1,1,0,1,1,2,0,0
