,,,,,,Tackles,,,,,Vs Dribbles,,,,Blocks,,,,,,
223,Gori,es ESP,MF,Espanyol,0.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
224,Andoni Gorosabel,es ESP,DF,Real Sociedad,25.4,47,31,32,9,6,25,47,53.2,22,16,3,13,18,65,49,0
225,Jaume Grau,es ESP,MF,Osasuna,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
226,Dominik Greif,sk SVK,GK,Mallorca,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
227,Clément Grenier,fr FRA,MF,Mallorca,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
228,Antoine Griezmann,fr FRA,FW,Barcelona,2.9,13,5,3,10,0,2,6,33.3,4,4,0,4,3,16,5,0
229,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,18.8,30,14,11,15,4,12,32,37.5,20,18,1,17,7,37,18,0
230,Arnaut Groeneveld,nl NED,FW,Villarreal,16.4,7,6,3,0,4,2,4,50,2,5,0,5,2,9,3,0
231,Andrés Guardado,mx MEX,MF,Betis,15.5,30,13,12,17,1,13,34,38.2,21,18,4,14,21,51,29,1
232,Sergi Guardiola,es ESP,FW,Rayo Vallecano,19,10,9,3,5,2,1,21,4.8,20,14,2,12,4,14,17,0
233,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,11.6,16,7,10,4,2,5,8,62.5,3,14,9,5,22,38,37,0
234,Gonçalo Guedes,pt POR,"FW,MF",Valencia,29,21,14,6,7,8,2,22,9.1,20,14,0,14,9,30,1,0
235,Ander Guevara,es ESP,MF,Real Sociedad,9.6,18,13,6,10,2,10,17,58.8,7,12,6,6,12,30,8,0
236,John Guidetti,se SWE,"FW,MF",Alavés,3.1,2,1,0,0,2,0,1,0,1,1,0,1,0,2,0,0
237,Hugo Guillamón,es ESP,"MF,DF",Valencia,26.2,43,27,20,16,7,18,44,40.9,26,26,10,16,30,73,53,1
238,Gerard Gumbau,es ESP,MF,Elche,21,46,19,22,19,5,22,51,43.1,29,18,4,14,23,69,25,0
239,Jon Guridi,es ESP,MF,Real Sociedad,2.3,5,3,2,3,0,1,4,25,3,3,1,2,3,8,4,0
240,Raúl Guti,es ESP,MF,Elche,18.1,25,15,7,14,4,10,30,33.3,20,9,3,6,25,50,7,0
241,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,1.5,1,0,0,1,0,0,2,0,2,2,1,1,1,2,9,0
242,Miguel Gutiérrez,es ESP,DF,Real Madrid,2.9,7,5,5,0,2,3,5,60,2,0,0,0,2,9,2,0
243,Munir El Haddadi,ma MAR,"FW,MF",Sevilla,5.3,8,4,1,6,1,2,8,25,6,7,1,6,5,13,2,0
244,Varazdat Haroyan,am ARM,DF,Cádiz,16,31,21,20,10,1,19,29,65.5,10,22,12,10,15,46,62,0
245,Eden Hazard,be BEL,"FW,MF",Real Madrid,8,6,3,3,2,1,3,7,42.9,4,3,0,3,2,8,0,0
246,Kike Hermoso,es ESP,DF,Betis,1,2,1,2,0,0,2,2,100,0,2,1,1,0,2,5,1
247,Mario Hermoso,es ESP,DF,Atlético Madrid,20.7,30,15,23,4,3,20,38,52.6,18,18,3,15,29,59,49,2
248,Aridane Hernández,gq EQG,DF,Osasuna,12.9,12,9,10,2,0,3,13,23.1,10,11,9,2,20,32,71,0
249,Luis Hernández,es ESP,DF,Cádiz,15.2,9,5,9,0,0,5,8,62.5,3,5,3,2,16,25,34,0
250,Mario Hernández,es ESP,"DF,FW",Rayo Vallecano,4.4,10,4,7,3,0,5,9,55.6,4,1,0,1,4,14,7,0
251,Héctor Herrera,mx MEX,MF,Atlético Madrid,9.5,16,8,11,4,1,7,20,35,13,13,2,11,12,28,16,0
252,Sergio Herrera,es ESP,GK,Osasuna,36,3,2,3,0,0,3,6,50,3,1,0,1,1,4,18,0
253,Yangel Herrera,ve VEN,MF,Espanyol,18.3,41,31,19,19,3,18,39,46.2,21,27,5,22,19,60,33,1
254,Matthew Hoppe,us USA,"FW,MF",Mallorca,1.5,1,0,0,0,1,0,3,0,3,0,0,0,0,1,0,0
255,Robert Ibáñez,es ESP,"MF,FW",Osasuna,1,3,3,2,0,1,1,2,50,1,1,0,1,1,4,1,0
256,Vicente Iborra,es ESP,MF,Villarreal,11.5,19,10,9,7,3,12,24,50,12,11,5,6,11,30,27,1
257,Oussama Idrissi,ma MAR,"MF,FW",Sevilla,1.4,1,0,0,1,0,0,1,0,1,1,0,1,1,2,1,0
258,Oussama Idrissi,ma MAR,MF,Cádiz,10,8,4,3,4,1,4,15,26.7,11,8,0,8,3,11,5,0
259,Iglesias,es ESP,DF,Getafe,8,19,10,11,8,0,7,17,41.2,10,8,2,6,10,29,28,0
260,Borja Iglesias,es ESP,FW,Betis,17.5,6,4,1,2,3,0,8,0,8,11,1,10,4,10,7,0
261,Asier Illarramendi,es ESP,MF,Real Sociedad,4.2,9,5,5,3,1,1,10,10,9,5,1,4,4,13,12,0
262,Nikita Iosifov,ru RUS,MF,Villarreal,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
263,Alexander Isak,se SWE,FW,Real Sociedad,23.8,7,4,1,3,3,2,12,16.7,10,14,2,12,3,10,10,0
264,Isco,es ESP,"MF,FW",Real Madrid,3.7,9,5,4,4,1,5,12,41.7,7,1,0,1,2,11,1,0
265,Nicolas Jackson,sn SEN,"FW,MF",Villarreal,1.8,2,0,1,0,1,0,0,,0,0,0,0,1,3,1,0
266,Jakub Jankto,cz CZE,"DF,MF",Getafe,6.5,11,7,5,5,1,10,17,58.8,7,4,0,4,4,15,7,0
267,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,18.1,17,11,5,8,4,9,24,37.5,15,15,3,12,12,29,15,0
268,Jason,es ESP,"MF,FW",Alavés,7.5,11,7,6,4,1,7,20,35,13,7,0,7,7,18,5,0
269,Jason,es ESP,"MF,DF",Valencia,0.8,4,1,2,1,1,0,1,0,1,2,0,2,1,5,1,0
270,Luis Javier Suárez,co COL,FW,Granada,31.6,26,14,9,9,8,8,27,29.6,19,25,3,22,6,32,23,0
271,Álvaro Jiménez,es ESP,"MF,FW",Cádiz,2.6,6,3,3,2,1,4,7,57.1,3,3,0,3,3,9,0,0
272,Joaquín,es ESP,"FW,MF",Betis,5.2,6,2,4,2,0,3,8,37.5,5,5,2,3,3,9,10,0
273,Jofre,es ESP,"MF,DF",Espanyol,0.2,1,1,0,0,1,1,1,100,0,0,0,0,0,1,0,0
274,Frenkie de Jong,nl NED,MF,Barcelona,27.5,35,19,12,18,5,12,23,52.2,11,19,5,14,20,55,16,0
275,Luuk de Jong,nl NED,FW,Barcelona,7.3,9,7,1,5,3,1,2,50,1,4,0,4,0,9,12,0
276,Joan Jordán,es ESP,MF,Sevilla,27.9,61,30,22,31,8,28,65,43.1,37,27,6,21,30,91,18,1
277,Josan,es ESP,"DF,MF",Elche,13.5,36,22,23,9,4,26,44,59.1,18,11,4,7,10,46,21,0
278,Willian José,br BRA,FW,Betis,17.8,15,13,2,10,3,2,8,25,6,10,2,8,3,18,16,0
279,Joselu,es ESP,FW,Alavés,34.7,16,11,1,9,6,7,25,28,18,21,4,17,7,23,45,0
280,Josema,es ESP,DF,Elche,2,3,2,1,1,1,0,2,0,2,1,1,0,0,3,11,0
281,Luka Jovic,rs SRB,FW,Real Madrid,4.1,1,1,0,1,0,0,1,0,1,3,0,3,1,2,4,0
282,Miguel Juan Llambrich,es ESP,DF,Espanyol,0.8,2,2,1,1,0,0,0,,0,1,0,1,0,2,5,0
283,José Juan Macías,mx MEX,"FW,MF",Getafe,2.2,1,0,0,0,1,0,1,0,1,1,0,1,1,2,0,0
284,Juanmi,es ESP,FW,Betis,23.7,39,25,11,19,9,19,49,38.8,30,24,1,23,9,48,10,1
285,Lago Junior,ci CIV,"FW,MF",Mallorca,2,3,2,3,0,0,3,5,60,2,0,0,0,2,5,2,0
286,Vinicius Júnior,br BRA,FW,Real Madrid,29.9,46,24,23,19,4,15,50,30,35,25,0,25,6,52,6,0
287,Jutglà,es ESP,FW,Barcelona,3.3,2,1,0,1,1,0,1,0,1,2,0,2,1,3,1,0
288,Jens Jønsson,dk DEN,MF,Cádiz,14.5,40,29,22,17,1,17,35,48.6,18,17,7,10,34,74,32,0
289,Lee Kangin,kr KOR,"MF,FW",Mallorca,15.7,13,6,2,9,2,5,29,17.2,24,11,1,10,5,18,7,0
290,Kike,es ESP,FW,Osasuna,20.7,11,7,3,4,4,3,23,13,20,10,1,9,3,14,12,0
291,Koba Koindredi,fr FRA,MF,Valencia,2,4,3,2,1,1,2,6,33.3,4,3,0,3,4,8,5,0
292,Koke,es ESP,MF,Atlético Madrid,27.9,55,30,19,29,7,26,63,41.3,37,21,5,16,24,79,31,1
293,Luca Koleosho,ca CAN,FW,Espanyol,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
294,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,20.9,74,44,25,40,9,21,49,42.9,28,16,5,11,44,118,24,0
295,Jules Koundé,fr FRA,DF,Sevilla,30.4,40,17,27,10,3,18,28,64.3,10,33,18,15,21,61,101,2
296,Toni Kroos,de GER,MF,Real Madrid,23.4,34,26,13,17,4,14,36,38.9,22,16,3,13,12,46,13,1
297,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,17.8,31,19,12,14,5,10,24,41.7,14,24,3,21,8,39,4,0
298,Víctor Laguardia,es ESP,DF,Alavés,33.8,29,16,21,8,0,19,30,63.3,11,36,24,12,27,56,151,1
299,Diego Lainez,mx MEX,FW,Betis,1.6,1,1,0,1,0,0,3,0,3,3,0,3,1,2,0,0
300,Érik Lamela,ar ARG,"FW,MF",Sevilla,11.3,31,18,12,14,5,10,29,34.5,19,11,0,11,5,36,3,0
301,Latasa,es ESP,FW,Real Madrid,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
302,Toni Lato,es ESP,DF,Valencia,6.6,17,12,12,3,2,9,16,56.3,7,6,0,6,8,25,14,0
303,Robin Le Normand,fr FRA,DF,Real Sociedad,37,49,32,36,8,5,28,36,77.8,8,34,22,12,48,97,125,0
304,Jeremías Ledesma,ar ARG,GK,Cádiz,38,3,1,3,0,0,3,4,75,1,0,0,0,1,4,21,4
305,Wu Lei,cn CHN,"FW,MF",Espanyol,5.3,3,2,1,2,0,3,8,37.5,5,4,0,4,4,7,3,0
306,Florian Lejeune,fr FRA,DF,Alavés,30,33,24,22,10,1,12,20,60,8,30,19,11,31,64,158,0
307,Iñigo Lekue,es ESP,DF,Athletic Club,21.4,32,23,16,12,4,22,44,50,22,37,12,25,23,55,63,0
308,Thomas Lemar,fr FRA,MF,Atlético Madrid,16,24,14,9,12,3,8,23,34.8,15,18,0,18,8,32,11,0
309,Ruben Lendinez,es ESP,DF,Valencia,1.5,3,3,1,2,0,3,8,37.5,5,4,0,4,2,5,6,0
310,Clément Lenglet,fr FRA,DF,Barcelona,9.2,20,11,11,7,2,8,13,61.5,5,7,3,4,13,33,21,0
311,Javier Llabrés,,"FW,MF",Mallorca,1.5,2,1,0,1,1,1,2,50,1,1,0,1,0,2,0,0
312,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,27.2,51,23,25,22,4,28,43,65.1,15,33,10,23,27,78,44,0
313,Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,11,22,12,8,10,4,9,22,40.9,13,4,0,4,5,27,3,0
314,Julen Lobete,es ESP,"FW,MF",Real Sociedad,3.2,4,3,3,0,1,1,2,50,1,6,1,5,1,5,1,0
315,Renan Lodi,br BRA,DF,Atlético Madrid,13.1,31,18,14,13,4,11,27,40.7,16,22,4,18,13,44,19,1
316,David López,es ESP,"MF,DF",Espanyol,8.3,18,13,9,8,1,9,16,56.3,7,10,8,2,10,28,25,2
317,Diego López,es ESP,GK,Espanyol,35.3,0,0,0,0,0,0,2,0,2,0,0,0,1,1,21,1
318,Javi López,es ESP,DF,Alavés,5.1,8,6,6,2,0,4,6,66.7,2,7,1,6,4,12,15,0
319,Unai López,es ESP,MF,Rayo Vallecano,12.9,19,9,6,10,3,10,33,30.3,23,7,0,7,10,29,8,1
320,Anthony Lozano,hn HON,"FW,MF",Cádiz,18.6,8,4,2,3,3,5,18,27.8,13,16,2,14,2,10,7,0
321,Florentino Luís,pt POR,MF,Getafe,11,42,25,22,17,3,17,35,48.6,18,21,2,19,21,63,11,1
322,José Luis Gayà,es ESP,DF,Valencia,20.8,35,21,24,10,1,16,34,47.1,18,17,3,14,19,54,37,0
323,José Luis Morales,es ESP,"FW,MF",Levante,30.2,27,17,6,9,12,12,42,28.6,30,29,0,29,4,31,7,0
324,Luismi,es ESP,"FW,MF",Sevilla,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
325,Andriy Lunin,ua UKR,GK,Real Madrid,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
326,Darwin Machís,ve VEN,"MF,FW",Granada,15.3,23,13,11,8,4,9,23,39.1,14,10,0,10,15,38,17,0
327,Pablo Maffeo,es ESP,DF,Mallorca,32.7,84,47,48,28,8,38,69,55.1,31,30,13,17,46,130,74,0
328,Nemanja Maksimovi?,rs SRB,MF,Getafe,32.6,56,32,24,26,6,18,49,36.7,31,42,13,29,71,127,41,0
329,Hugo Mallo,es ESP,DF,Celta Vigo,20.3,45,25,24,19,2,16,31,51.6,15,23,9,14,20,65,53,0
330,Mickael Malsa,mq MTQ,MF,Levante,12.7,37,17,16,18,3,15,42,35.7,27,20,8,12,18,55,15,0
331,Giorgi Mamardashvili,ge GEO,GK,Valencia,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1
332,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,14.4,45,25,30,14,1,22,30,73.3,8,18,9,9,21,66,38,0
333,Aïssa Mandi,dz ALG,DF,Villarreal,15.3,11,5,2,8,1,3,6,50,3,17,14,3,13,24,49,3
334,Maranhão,br BRA,"FW,MF",Valencia,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13,0
335,Nikola Maraš,rs SRB,DF,Rayo Vallecano,11.6,13,9,12,1,0,9,15,60,6,17,13,4,15,28,51,0
336,Marcelo,br BRA,DF,Real Madrid,5.8,8,4,2,3,3,5,10,50,5,7,2,5,1,9,11,0
337,Iván Marcone,ar ARG,MF,Elche,9,24,14,17,6,1,12,24,50,12,8,3,5,12,36,13,0
338,Óscar de Marcos,es ESP,DF,Athletic Club,18.7,50,37,24,19,7,28,43,65.1,15,20,3,17,19,69,27,0
339,José Mari,es ESP,MF,Cádiz,4.3,14,7,3,10,1,7,8,87.5,1,4,1,3,7,21,2,0
340,José María Giménez,uy URU,DF,Atlético Madrid,22.7,18,12,12,6,0,8,16,50,8,25,19,6,25,43,96,1
341,Mariano,do DOM,FW,Real Madrid,3.8,2,0,2,0,0,0,0,,0,2,0,2,1,3,3,0
342,Mika Màrmol,es ESP,DF,Barcelona,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
343,Roger Martí,es ESP,FW,Levante,23.5,23,14,3,13,7,8,30,26.7,22,14,0,14,2,25,8,0
344,Anthony Martial,fr FRA,"FW,MF",Sevilla,5.4,2,1,0,0,2,2,6,33.3,4,4,0,4,0,2,3,0
345,Martín,es ESP,MF,Cádiz,1.3,2,2,0,2,0,0,0,,0,1,0,1,1,3,3,0
346,Ander Martin,es ESP,"FW,MF",Real Sociedad,1,1,0,0,1,0,1,1,100,0,0,0,0,3,4,1,0
347,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,2.1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
348,Carlos Martín,es ESP,DF,Atlético Madrid,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
349,Iván Martín,es ESP,"MF,FW",Alavés,1.8,1,1,1,0,0,0,1,0,1,2,0,2,1,2,1,0
350,Iñigo Martínez,es ESP,DF,Athletic Club,26,28,13,18,7,3,14,23,60.9,9,22,10,12,39,67,143,0
351,Javi Martínez,es ESP,"MF,FW",Osasuna,9.8,21,14,8,11,2,10,29,34.5,19,6,0,6,9,30,10,0
352,Pablo Martínez,es ESP,MF,Levante,7.3,15,8,7,8,0,4,13,30.8,9,6,3,3,15,30,5,0
353,Omar Mascarell,es ESP,MF,Elche,27.7,46,26,16,23,7,24,60,40,36,42,14,28,48,94,52,2
354,Jaime Mata,es ESP,FW,Getafe,7.5,7,5,3,1,3,1,9,11.1,8,4,1,3,1,8,5,0
355,Luís Maximiano,pt POR,GK,Granada,34.8,3,1,3,0,0,3,6,50,3,0,0,0,1,4,16,2
356,Borja Mayoral,es ESP,FW,Getafe,11.6,7,5,2,3,2,1,2,50,1,10,4,6,4,11,3,0
357,Jordi Mboula,es ESP,FW,Mallorca,4.8,8,2,3,3,2,5,9,55.6,4,7,1,6,3,11,3,0
358,Óscar Melendo,es ESP,"MF,FW",Espanyol,11,11,5,4,4,3,3,13,23.1,10,4,1,3,1,12,10,0
359,Gonzalo Melero,es ESP,MF,Levante,18.8,29,16,10,15,4,16,36,44.4,20,21,8,13,7,36,22,0
360,Tomás Mendes,es ESP,MF,Alavés,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
361,Brais Méndez,es ESP,MF,Celta Vigo,33.6,68,35,24,35,9,26,87,29.9,61,52,6,46,37,105,30,0
362,Édgar Méndez,es ESP,"FW,MF",Alavés,17.9,25,14,11,10,4,11,34,32.4,23,16,0,16,4,29,17,0
363,Ferland Mendy,fr FRA,DF,Real Madrid,19.3,24,14,11,10,3,8,14,57.1,6,8,2,6,18,42,27,3
364,Fran Mérida,es ESP,MF,Espanyol,3,7,3,5,2,0,4,10,40,6,1,0,1,6,13,1,0
365,Mikel Merino,es ESP,MF,Real Sociedad,32.1,71,38,21,40,10,26,67,38.8,41,50,10,40,21,92,56,2
366,Martín Merquelanz,es ESP,"FW,MF",Rayo Vallecano,1.9,2,1,2,0,0,2,6,33.3,4,2,0,2,0,2,1,0
367,Matt Miazga,us USA,DF,Alavés,9.3,7,7,3,4,0,2,7,28.6,5,14,12,2,11,18,55,1
368,Miguel,es ESP,"FW,MF",Alavés,9.2,7,3,1,5,1,2,15,13.3,13,6,0,6,1,8,7,0
369,Éder Militão,br BRA,DF,Real Madrid,33.7,50,32,30,12,8,20,39,51.3,19,42,20,22,52,102,107,3
370,Luis Milla,es ESP,MF,Granada,30.8,59,29,25,30,4,25,64,39.1,39,28,4,24,25,84,34,0
371,Pere Milla,es ESP,"MF,FW",Elche,18.3,20,15,14,5,1,8,44,18.2,36,21,1,20,5,25,21,0
372,Santi Mina,es ESP,FW,Celta Vigo,26.3,27,17,8,15,4,5,32,15.6,27,28,2,26,6,33,22,0
373,Óscar Mingueza,es ESP,DF,Barcelona,9.9,25,11,12,11,2,16,23,69.6,7,5,0,5,9,34,22,1
374,Rafa Mir,es ESP,FW,Sevilla,20.1,4,3,1,1,2,0,11,0,11,4,3,1,0,4,17,0
375,Jorge Miramón,es ESP,DF,Levante,22,36,19,16,12,8,15,44,34.1,29,15,3,12,35,71,58,0
376,Juan Miranda,es ESP,DF,Betis,8.7,21,11,16,4,1,12,22,54.5,10,10,4,6,15,36,22,0
377,Stefan Mitrovi?,rs SRB,DF,Getafe,29.6,16,8,12,4,0,8,13,61.5,5,28,18,10,22,38,114,1
378,Luka Modric,hr CRO,MF,Real Madrid,22.6,18,10,8,7,3,6,27,22.2,21,10,4,6,20,38,9,0
379,Johan Mojica,co COL,DF,Elche,31.7,46,25,34,7,5,23,31,74.2,8,22,3,19,25,71,61,3
380,Jorge Molina,es ESP,FW,Granada,21.8,4,2,2,1,1,2,18,11.1,16,13,2,11,6,10,11,0
381,Jon Moncayola,es ESP,MF,Osasuna,32.4,40,20,18,18,4,17,44,38.6,27,26,9,17,20,60,43,0
382,Monchu,es ESP,MF,Granada,7.4,15,6,5,9,1,5,10,50,5,8,3,5,4,19,4,0
383,Gonzalo Montiel,ar ARG,DF,Sevilla,11.8,15,4,8,5,2,12,24,50,12,8,2,6,10,25,22,0
384,Ángel Montoro,es ESP,MF,Granada,14.8,26,13,16,7,3,17,27,63,10,11,1,10,11,37,29,1
385,Martín Montoya,es ESP,DF,Betis,5.8,20,12,11,7,2,15,26,57.7,11,6,0,6,11,31,20,0
386,Jon Morcillo,es ESP,"MF,FW",Athletic Club,0.6,3,0,1,2,0,3,4,75,1,1,0,1,0,3,0,0
387,Alberto Moreno,es ESP,"MF,DF",Villarreal,13.6,13,7,5,7,1,5,18,27.8,13,13,1,12,27,40,15,0
388,Álex Moreno,es ESP,DF,Betis,26.7,76,40,53,15,8,33,60,55,27,28,6,22,34,110,82,1
389,Gerard Moreno,es ESP,FW,Villarreal,13.2,5,2,2,2,1,1,7,14.3,6,6,1,5,6,11,14,0
390,Tete Morente,es ESP,MF,Elche,18.1,21,14,13,7,1,7,28,25,21,30,1,29,12,33,12,0
391,Ilaix Moriba,gn GUI,MF,Valencia,9.1,26,18,10,13,3,14,35,40,21,15,0,15,12,38,14,0
392,Manu Morlanes,es ESP,MF,Espanyol,12.7,36,15,16,17,3,18,43,41.9,25,24,5,19,13,49,17,0
393,Loren Morón,es ESP,"FW,MF",Espanyol,6.3,6,4,1,3,2,0,12,0,12,11,1,10,2,8,9,0
394,Loren Morón,es ESP,FW,Betis,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0
395,Cristhian Mosquera,co COL,DF,Valencia,2.4,4,2,3,0,1,3,6,50,3,1,0,1,3,7,1,1
396,Toni Moya,es ESP,MF,Alavés,15.4,23,10,7,13,3,13,43,30.2,30,18,5,13,20,43,18,0
397,Iker Muniain,es ESP,MF,Athletic Club,30.9,32,10,8,19,5,12,40,30,28,20,1,19,17,49,8,1
398,Aihen Muñoz,es ESP,DF,Real Sociedad,14.9,28,17,14,13,1,18,29,62.1,11,11,1,10,17,45,34,0
399,Jeison Murillo,co COL,DF,Celta Vigo,12.4,15,10,13,2,0,9,13,69.2,4,11,8,3,17,32,37,0
400,Vedat Muriqi,xk KVX,FW,Mallorca,16,6,3,1,3,2,1,7,14.3,6,12,0,12,6,12,29,0
401,Yunus Musah,us USA,"MF,FW",Valencia,14,23,13,8,8,7,6,20,30,14,19,1,18,14,37,11,0
402,Shkodran Mustafi,de GER,DF,Levante,7.3,9,6,6,3,0,5,9,55.6,4,6,3,3,15,24,40,0
403,Nacho,es ESP,DF,Real Madrid,17.3,18,14,9,9,0,12,22,54.5,10,22,15,7,34,52,50,0
404,Roberto Navarro,es ESP,"MF,FW",Real Sociedad,2.2,5,3,1,1,3,3,5,60,2,2,0,2,2,7,2,0
405,Ximo Navarro,es ESP,DF,Alavés,15,28,19,21,6,1,13,27,48.1,14,11,5,6,22,50,56,2
406,Jesús Navas,es ESP,DF,Sevilla,19.8,18,13,11,5,2,9,18,50,9,15,2,13,17,35,26,1
407,Loum Ndiaye,sn SEN,MF,Alavés,25.7,49,22,26,22,1,17,45,37.8,28,30,11,19,37,86,68,1
408,Álvaro Negredo,es ESP,FW,Cádiz,24,5,3,1,4,0,3,6,50,3,11,5,6,2,7,23,0
409,Neto,br BRA,GK,Barcelona,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
410,Carlos Neva,es ESP,DF,Granada,23.4,31,19,24,7,0,16,28,57.1,12,27,9,18,32,63,81,0
411,Saúl Ñíguez,es ESP,"FW,MF",Atlético Madrid,2.2,7,2,0,6,1,3,4,75,1,7,1,6,0,7,3,0
412,Fernando Niño,es ESP,FW,Mallorca,9.8,10,4,3,2,5,2,12,16.7,10,9,2,7,3,13,15,0
413,Peru Nolaskoain,es ESP,DF,Athletic Club,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
414,Nolito,es ESP,MF,Celta Vigo,15.4,25,15,14,7,4,13,47,27.7,34,20,1,19,9,34,5,0
415,Randy Ntekja,fr FRA,"FW,MF",Rayo Vallecano,16.2,24,13,9,11,4,8,19,42.1,11,21,1,20,8,32,12,0
416,Unai Núñez,es ESP,DF,Athletic Club,6.9,4,4,2,2,0,3,6,50,3,9,8,1,8,12,26,2
417,Allan Nyom,cm CMR,DF,Getafe,2.7,3,1,2,1,0,2,2,100,0,2,1,1,2,5,7,0
418,Jan Oblak,si SVN,GK,Atlético Madrid,38,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,4
419,Lucas Ocampos,ar ARG,FW,Sevilla,23.6,45,24,23,18,4,23,55,41.8,32,35,1,34,9,54,24,1
420,Lucas Olaza,uy URU,DF,Elche,3.3,5,3,3,1,1,1,1,100,0,5,1,4,4,9,6,0
421,Oier Olazábal,es ESP,GK,Espanyol,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
422,Brian Oliván,es ESP,DF,Mallorca,24.3,33,20,22,9,2,12,23,52.2,11,17,7,10,28,61,63,0
423,Mathías Olivera,uy URU,DF,Getafe,31.1,79,47,39,34,6,40,69,58,29,45,4,41,55,134,67,1
424,Javier Ontiveros,es ESP,"FW,MF",Osasuna,0.4,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,1
425,Pedro Ortiz,es ESP,MF,Sevilla,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
426,Milutin Osmaji?,me MNE,"FW,MF",Cádiz,2.9,1,1,0,1,0,0,0,,0,0,0,0,1,2,3,0
427,Jesús Owono,gq EQG,GK,Alavés,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
428,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,18.6,18,10,7,7,4,7,21,33.3,14,18,2,16,10,28,16,1
429,Fernando Pacheco,es ESP,GK,Alavés,33.9,2,1,2,0,0,2,2,100,0,0,0,0,0,2,18,1
430,Jon Pacheco,es ESP,DF,Real Sociedad,4.2,6,4,4,2,0,3,3,100,0,6,4,2,6,12,18,0
431,Helibelton Palacios,co COL,DF,Elche,21.5,69,38,56,10,3,37,55,67.3,18,21,8,13,18,87,61,0
432,Isaac Palazón Camacho,es ESP,"FW,MF",Rayo Vallecano,25.4,42,28,20,19,3,18,59,30.5,41,31,3,28,13,55,22,0
433,Daniel Parejo,es ESP,MF,Villarreal,30,43,29,15,15,13,20,52,38.5,32,32,7,25,29,72,19,1
434,Raúl Parra,es ESP,DF,Cádiz,1,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,5,0
435,Javier Pastore,ar ARG,"MF,FW",Elche,5.8,7,3,3,2,2,3,12,25,9,5,1,4,4,11,2,0
436,Gabriel Paulista,br BRA,DF,Valencia,17.7,21,12,16,5,0,14,20,70,6,18,12,6,39,60,88,0
437,Alfonso Pedraza,es ESP,DF,Villarreal,18.9,34,16,17,12,5,10,28,35.7,18,12,3,9,31,65,32,0
438,Pedri,es ESP,MF,Barcelona,9.8,20,12,9,8,3,7,20,35,13,13,0,13,5,25,7,1
439,Pedrosa,es ESP,DF,Espanyol,30.2,58,30,38,14,6,26,57,45.6,31,25,7,18,25,83,92,2
440,Facundo Pellistri,uy URU,"MF,FW",Alavés,7.5,9,5,4,3,2,1,10,10,9,13,2,11,6,15,7,0
441,Rubén Peña,es ESP,"MF,FW",Villarreal,1.5,2,0,1,1,0,2,6,33.3,4,1,0,1,5,7,2,0
442,Alberto Perea,es ESP,MF,Cádiz,8.6,19,9,7,9,3,6,20,30,14,15,1,14,9,28,4,0
443,Victor Perea,es ESP,DF,Espanyol,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
444,Iñigo Pérez,es ESP,MF,Osasuna,3.8,3,2,2,1,0,2,4,50,2,1,0,1,0,3,3,0
445,Juan Pérez,es ESP,GK,Osasuna,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
