,,,,,,Tackles,,,,,Vs Dribbles,,,,Blocks,,,,,,
448,Cristian Rivera,es ESP,MF,Leganés,3.5,6,4,3,2,1,2,4,50,2,4,3,1,4,10,7,0
449,Rober,es ESP,DF,Levante,2.1,3,1,2,0,1,2,2,100,0,0,0,0,3,6,2,0
450,Roberto,es ESP,GK,Alavés,8.8,1,1,1,0,0,1,1,100,0,0,0,0,0,1,2,0
451,Sergi Roberto,es ESP,"DF,MF",Barcelona,26,35,22,16,11,8,15,25,60,10,12,3,9,33,68,36,0
452,Joel Robles,es ESP,GK,Betis,32.1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,13,2
453,Marc Roca,es ESP,MF,Espanyol,33.4,82,52,29,44,9,29,82,35.4,53,28,10,18,31,113,53,2
454,Rubén Rochina,es ESP,MF,Levante,20.8,41,26,22,9,10,19,52,36.5,33,16,0,16,12,53,19,1
455,Rodrigo,es ESP,FW,Valencia,20.9,10,6,4,5,1,2,23,8.7,21,9,1,8,9,19,13,0
456,Kévin Rodrigues,pt POR,"DF,MF",Leganés,21.5,56,31,31,17,8,25,46,54.3,21,30,3,27,31,87,26,1
457,Kévin Rodrigues,pt POR,DF,Real Sociedad,0.1,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0
458,Ángel Rodríguez,es ESP,FW,Getafe,15.6,14,8,2,8,4,2,18,11.1,16,10,1,9,3,17,10,0
459,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,21.3,23,10,11,7,5,13,41,31.7,28,19,0,19,14,37,13,0
460,Dani Rodríguez,es ESP,"MF,FW",Mallorca,33.8,59,32,24,28,7,18,61,29.5,43,35,3,32,38,97,27,1
461,Guido Rodríguez,ar ARG,MF,Betis,10.4,24,16,11,11,2,15,25,60,10,13,4,9,10,34,21,0
462,James Rodríguez,co COL,"MF,FW",Real Madrid,4.7,17,13,6,8,3,6,12,50,6,3,0,3,3,20,1,0
463,Mario Rodriguez,es ESP,MF,Granada,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
464,Rodrygo,br BRA,FW,Real Madrid,11.3,6,1,2,3,1,2,21,9.5,19,13,0,13,10,16,5,0
465,Luka Romero,ar ARG,FW,Mallorca,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
466,Facundo Roncaglia,ar ARG,DF,Osasuna,14.2,24,20,12,10,2,11,20,55,9,18,3,15,22,46,46,0
467,Roberto Rosales,ve VEN,DF,Leganés,20.8,42,23,23,17,2,19,43,44.2,24,17,4,13,30,72,48,0
468,Rubén,es ESP,GK,Osasuna,17.6,1,1,1,0,0,1,1,100,0,0,0,0,0,1,9,1
469,Waldo Rubio,es ESP,"MF,FW",Valladolid,9.8,13,8,10,3,0,5,31,16.1,26,12,0,12,7,20,7,0
470,Aitor Ruibal,es ESP,"DF,MF",Leganés,13.6,27,17,14,11,2,16,39,41,23,18,1,17,8,35,11,0
471,Jorge Sáenz,es ESP,DF,Celta Vigo,4.1,6,1,4,2,0,3,5,60,2,5,2,3,10,16,15,0
472,Borja Sainz,es ESP,"MF,FW",Alavés,6.4,16,9,4,9,3,8,26,30.8,18,14,0,14,3,19,0,0
473,Yannis Salibur,fr FRA,"MF,FW",Mallorca,0.9,0,0,0,0,0,0,4,0,4,0,0,0,1,1,1,0
474,Mohammed Salisu,gh GHA,DF,Valladolid,30.3,41,24,28,13,0,21,34,61.8,13,32,26,6,35,76,158,3
475,Fede San Emeterio,es ESP,MF,Valladolid,19.5,26,13,18,6,2,7,29,24.1,22,20,8,12,28,54,13,1
476,Mikel San José,es ESP,MF,Athletic Club,4,9,4,2,4,3,2,10,20,8,3,1,2,9,18,12,0
477,Oihan Sancet,es ESP,"MF,FW",Athletic Club,8.2,11,7,5,4,2,4,11,36.4,7,6,0,6,2,13,2,0
478,Germán Sánchez,es ESP,DF,Granada,25.5,16,10,12,4,0,6,16,37.5,10,29,23,6,33,49,115,2
479,Javi Sánchez,es ESP,DF,Valladolid,5.5,5,4,3,2,0,1,3,33.3,2,4,2,2,4,9,24,0
480,Manuel Sánchez,es ESP,DF,Atlético Madrid,3.6,13,7,2,7,4,8,15,53.3,7,3,0,3,7,20,1,0
481,Víctor Sánchez,es ESP,MF,Espanyol,18.8,66,36,36,23,7,30,71,42.3,41,31,8,23,27,93,23,1
482,Luca Sangalli,es ESP,MF,Real Sociedad,4.1,1,0,0,1,0,1,8,12.5,7,3,0,3,1,2,0,0
483,Oier Sanjurjo,es ESP,MF,Osasuna,25.8,65,34,21,34,10,28,64,43.8,36,33,8,25,35,100,39,1
484,Ivan Šaponjic,rs SRB,"DF,FW",Atlético Madrid,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
485,Joan Sastre Vanrell,es ESP,DF,Mallorca,15.1,30,17,26,3,1,17,39,43.6,22,8,2,6,23,53,27,1
486,Stefan Savi?,me MNE,DF,Atlético Madrid,22,22,17,11,10,1,11,18,61.1,7,16,9,7,24,46,91,1
487,Aleksandar Sedlar,rs SRB,DF,Mallorca,9,13,6,10,2,1,7,11,63.6,4,17,11,6,16,29,31,0
488,Nélson Semedo,pt POR,DF,Barcelona,23.3,51,30,27,18,6,21,36,58.3,15,18,3,15,22,73,30,0
489,Josep Señé,es ESP,MF,Mallorca,1.7,2,1,2,0,0,2,5,40,3,2,1,1,0,2,2,0
490,Salva Sevilla,es ESP,MF,Mallorca,28.5,27,21,11,16,0,9,30,30,21,17,5,12,29,56,17,1
491,Sidnei,br BRA,DF,Betis,13.1,23,19,17,6,0,9,14,64.3,5,15,12,3,21,44,57,0
492,Jonathan Silva,ar ARG,DF,Leganés,30.9,60,34,32,22,6,27,52,51.9,25,12,4,8,34,94,46,0
493,Rui Silva,pt POR,GK,Granada,35,2,1,2,0,0,2,2,100,0,0,0,0,2,4,22,3
494,Unai Simón,es ESP,GK,Athletic Club,33.2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,10,1
495,Dimitris Siovas,gr GRE,DF,Leganés,21.3,42,31,24,15,3,19,28,67.9,9,14,1,13,46,88,69,0
496,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,9.9,17,8,5,6,6,4,19,21.1,15,18,0,18,6,23,4,1
497,Antonio Sivera,es ESP,GK,Alavés,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
498,Fyodor Smolov,ru RUS,FW,Celta Vigo,8.3,2,1,0,2,0,1,9,11.1,8,6,0,6,7,9,9,0
499,Rafa Soares,pt POR,DF,Eibar,4.8,6,5,5,0,1,5,11,45.5,6,1,0,1,2,8,6,0
500,Rubén Sobrino,es ESP,"FW,MF",Valencia,1.9,7,5,3,2,2,2,3,66.7,1,1,0,1,0,7,1,0
501,Roberto Soldado,es ESP,FW,Granada,26.1,16,9,2,7,7,7,24,29.2,17,16,4,12,4,20,16,0
502,Carlos Soler,es ESP,MF,Valencia,23,21,10,10,10,1,9,39,23.1,30,16,6,10,9,30,14,0
503,Kévin Soni,cm CMR,FW,Espanyol,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
504,David Soria,es ESP,GK,Getafe,38,2,1,2,0,0,2,4,50,2,0,0,0,3,5,17,5
505,Bruno Soriano,es ESP,"MF,FW",Villarreal,2.9,4,0,1,2,1,1,1,100,0,4,0,4,1,5,7,0
506,Juan Soriano,es ESP,GK,Leganés,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
507,Damián Suárez,uy URU,DF,Getafe,28.8,62,32,32,21,9,38,72,52.8,34,25,2,23,27,89,41,0
508,Denis Suárez,es ESP,"MF,FW",Celta Vigo,18.1,22,15,14,7,1,10,37,27,27,9,1,8,14,36,12,1
509,Luis Suárez,uy URU,FW,Barcelona,22.2,4,0,0,1,3,2,12,16.7,10,6,1,5,1,5,11,0
510,Ki Sung-yueng,kr KOR,MF,Mallorca,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
511,Suso,es ESP,"FW,MF",Sevilla,8.7,9,4,4,4,1,7,16,43.8,9,6,0,6,2,11,0,0
512,Tachi,es ESP,DF,Alavés,2.6,2,1,2,0,0,1,4,25,3,5,4,1,4,6,12,0
513,Rodrigo Tarín,es ESP,DF,Leganés,10.6,10,7,8,2,0,9,14,64.3,5,7,3,4,9,19,51,0
514,Álvaro Tejero,es ESP,DF,Eibar,16.1,30,18,17,10,3,14,23,60.9,9,17,4,13,28,58,38,0
515,Cristian Tello,es ESP,"MF,FW",Betis,8.7,8,5,2,2,4,4,8,50,4,5,0,5,4,12,0,0
516,Marc-André ter Stegen,de GER,GK,Barcelona,36,2,2,2,0,0,2,3,66.7,1,0,0,0,2,4,17,6
517,David Timor,es ESP,"MF,DF",Getafe,10.5,9,6,4,5,0,5,16,31.3,11,8,3,5,18,27,23,0
518,Jean-Clair Todibo,fr FRA,DF,Barcelona,0.9,1,0,1,0,0,0,1,0,1,0,0,0,0,1,6,0
519,Karl Toko Ekambi,cm CMR,FW,Villarreal,11,5,3,0,3,2,1,4,25,3,2,0,2,3,8,2,0
520,Raúl de Tomás,es ESP,FW,Espanyol,11.9,9,7,3,4,2,4,13,30.8,9,8,1,7,10,19,4,0
521,Toño,es ESP,DF,Levante,17.7,26,19,18,7,1,15,28,53.6,13,11,3,8,13,39,34,1
522,Ferrán Torres,es ESP,"MF,FW",Valencia,25,23,15,6,16,1,8,30,26.7,22,20,3,17,14,37,12,0
523,Óliver Torres,es ESP,"MF,FW",Sevilla,17.7,45,27,12,26,7,23,60,38.3,37,23,1,22,13,58,9,1
524,Pau Torres,es ESP,DF,Villarreal,33,34,21,24,10,0,16,24,66.7,8,39,23,16,27,61,153,1
525,Roberto Torres,es ESP,"MF,FW",Osasuna,30.2,33,16,12,18,3,21,49,42.9,28,41,2,39,31,64,37,0
526,Aleksandar Trajkovski,mk MKD,"MF,FW",Mallorca,3.7,2,0,1,1,0,1,7,14.3,6,2,0,2,3,5,1,0
527,Manu Trigueros,es ESP,MF,Villarreal,17.2,34,21,10,17,7,12,45,26.7,33,23,12,11,4,38,21,0
528,Kieran Trippier,eng ENG,DF,Atlético Madrid,22,52,34,24,21,7,34,53,64.2,19,33,7,26,24,76,46,0
529,Samuel Umtiti,fr FRA,DF,Barcelona,10.5,11,5,5,5,1,5,8,62.5,3,4,2,2,22,33,32,0
530,Enes Ünal,tr TUR,FW,Valladolid,26,20,12,6,11,3,6,28,21.4,22,17,5,12,6,26,13,0
531,Tomáš Vaclík,cz CZE,GK,Sevilla,32.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0
532,Álvaro Vadillo,es ESP,"FW,MF",Granada,13.5,16,11,6,8,2,9,16,56.3,7,12,0,12,7,23,2,0
533,Germán Valera,es ESP,FW,Atlético Madrid,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
534,Martin Valjent,sk SVK,DF,Mallorca,35.4,25,17,14,10,1,13,25,52,12,39,27,12,37,62,146,1
535,Jesús Vallejo,es ESP,DF,Granada,7,6,5,4,2,0,3,4,75,1,7,4,3,5,11,28,0
536,Manu Vallejo,es ESP,"MF,FW",Valencia,4.6,7,3,0,3,4,5,9,55.6,4,4,0,4,2,9,2,0
537,Federico Valverde,uy URU,MF,Real Madrid,21.2,38,19,9,19,10,12,36,33.3,24,38,4,34,21,59,12,2
538,Raphaël Varane,fr FRA,DF,Real Madrid,31.4,30,17,15,14,1,12,23,52.2,11,32,16,16,31,61,124,0
539,Matías Vargas,ar ARG,"FW,MF",Espanyol,11.4,13,5,7,3,3,4,23,17.4,19,12,2,10,3,16,5,0
540,Franco Vázquez,ar ARG,"MF,FW",Sevilla,12.2,25,17,9,14,2,6,36,16.7,30,13,0,13,10,35,10,0
541,Kevin Vázquez,es ESP,DF,Celta Vigo,14.7,26,15,16,6,4,15,28,53.6,13,18,1,17,26,52,28,0
542,Lucas Vázquez,es ESP,"MF,FW",Real Madrid,9.4,23,17,10,13,0,11,26,42.3,15,10,0,10,10,33,8,1
543,Koke Vegas,es ESP,GK,Levante,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0
544,Unai Vencedor Paris,es ESP,MF,Athletic Club,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
545,Mikel Vesga,es ESP,MF,Athletic Club,14.1,25,17,7,12,6,9,45,20,36,18,7,11,31,56,24,1
546,Rúben Vezo,pt POR,DF,Levante,29,41,24,28,13,0,19,35,54.3,16,37,29,8,42,83,144,2
547,Fede Vico,es ESP,"MF,FW",Granada,9.7,5,1,2,3,0,2,11,18.2,9,12,1,11,5,10,2,0
548,Aleix Vidal,es ESP,MF,Alavés,24.1,21,14,8,11,2,8,37,21.6,29,14,1,13,23,44,18,0
549,Arturo Vidal,cl CHI,MF,Barcelona,18.6,63,38,22,30,11,24,58,41.4,34,31,7,24,17,80,16,1
550,Nacho Vidal,es ESP,DF,Osasuna,25.9,45,29,26,13,6,21,38,55.3,17,24,6,18,44,89,70,1
551,Dídac Vilà,es ESP,DF,Espanyol,27.7,73,42,44,23,6,25,61,41,36,31,5,26,40,113,63,0
552,Toni Villa,es ESP,MF,Valladolid,15,31,16,13,14,4,13,50,26,37,16,1,15,8,39,11,0
553,Asier Villalibre,es ESP,FW,Athletic Club,5.9,0,0,0,0,0,0,3,0,3,3,0,3,1,1,4,0
554,Iván Villar,es ESP,GK,Celta Vigo,3.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
555,Juan Villar,es ESP,FW,Osasuna,2.7,1,0,0,1,0,0,2,0,2,4,1,3,1,2,0,0
556,Vitolo,es ESP,"FW,MF",Atlético Madrid,13.6,15,12,7,7,1,5,17,29.4,12,9,0,9,10,25,9,0
557,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,4,6,5,6,0,0,5,6,83.3,1,5,3,2,8,14,11,0
558,Nikola Vukcevic,me MNE,MF,Levante,17.4,41,26,17,17,7,15,40,37.5,25,19,7,12,12,53,16,0
559,Moussa Wagué,sn SEN,DF,Barcelona,1,2,1,1,0,1,1,1,100,0,0,0,0,1,3,0,0
560,Wakaso,gh GHA,MF,Alavés,14.3,54,31,25,24,5,16,33,48.5,17,23,5,18,17,71,17,1
561,Daniel Wass,dk DEN,"DF,MF",Valencia,30.4,44,25,25,13,6,25,57,43.9,32,22,5,17,31,75,91,1
562,Iñaki Williams,gh GHA,FW,Athletic Club,32.7,15,5,0,7,8,5,18,27.8,13,18,2,16,5,20,29,0
563,Yoel,es ESP,GK,Eibar,3,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
564,Okay Yokuslu,tr TUR,MF,Celta Vigo,21.9,41,27,18,21,2,20,42,47.6,22,12,5,7,28,69,71,1
565,Joseba Zaldúa,es ESP,DF,Real Sociedad,28.3,62,43,39,18,5,31,59,52.5,28,31,7,24,37,99,71,0
566,Andre-Frank Zambo Anguissa,cm CMR,MF,Villarreal,28.7,76,49,29,40,7,26,78,33.3,52,42,6,36,44,120,30,0
567,Igor Zubeldia,es ESP,"MF,DF",Real Sociedad,29.3,42,21,18,19,5,17,35,48.6,18,38,21,17,26,68,82,2
568,Martín Zubimendi,es ESP,MF,Real Sociedad,5.8,16,12,9,7,0,6,12,50,6,7,0,7,9,25,2,0
569,David Zurutuza,es ESP,MF,Real Sociedad,1.7,4,3,0,3,1,1,2,50,1,1,0,1,4,8,3,0
570,Martin Ødegaard,no NOR,MF,Real Sociedad,28.1,27,19,5,14,8,7,34,20.6,27,13,0,13,17,44,5,0
