,,,,,,Tackles,,,,,Vs Dribbles,,,,Blocks,,,,,,
220,Yangel Herrera,ve VEN,"MF,DF",Huesca,12.8,48,24,18,25,5,23,43,53.5,20,13,1,12,14,62,32,0
221,Iago Herrerín,es ESP,GK,Athletic Club,31,0,0,0,0,0,0,2,0,2,0,0,0,0,0,11,2
222,Pablo Hervías,es ESP,MF,Valladolid,1.8,1,0,0,1,0,0,1,0,1,0,0,0,2,3,0,0
223,Pablo Hervías,es ESP,MF,Eibar,2,1,1,0,1,0,0,4,0,4,2,0,2,0,1,0,0
224,Andrew Hjulsager,dk DEN,"MF,FW",Celta Vigo,4,16,10,11,2,3,2,18,11.1,16,4,0,4,2,18,1,0
225,Wesley Hoedt,nl NED,DF,Celta Vigo,9.9,17,11,15,2,0,12,17,70.6,5,17,11,6,11,28,58,3
226,Robert Ibáñez,es ESP,MF,Getafe,0.8,2,2,1,1,0,0,1,0,1,3,0,3,0,2,0,0
227,Vicente Iborra,es ESP,MF,Villarreal,18.5,31,18,22,5,4,14,37,37.8,23,25,7,18,22,53,41,1
228,Borja Iglesias,es ESP,FW,Espanyol,34.2,23,14,7,8,8,5,24,20.8,19,14,6,8,7,30,41,0
229,Asier Illarramendi,es ESP,MF,Real Sociedad,20.2,39,24,22,14,3,21,51,41.2,30,36,9,27,31,70,46,1
230,Giannelli Imbula,cd COD,MF,Rayo Vallecano,19.2,14,7,6,7,1,5,12,41.7,7,12,3,9,8,22,6,0
231,Pablo Insua,es ESP,DF,Huesca,8.6,23,10,14,9,0,8,15,53.3,7,2,0,2,12,35,40,0
232,Takashi Inui,jp JPN,"MF,FW",Alavés,9.2,9,5,6,2,1,5,18,27.8,13,5,0,5,4,13,3,0
233,Takashi Inui,jp JPN,MF,Betis,4.2,4,3,0,4,0,3,7,42.9,4,3,0,3,1,5,1,0
234,Gorka Iraizoz,es ESP,GK,Girona,6.2,1,0,1,0,0,1,1,100,0,0,0,0,1,2,7,0
235,Carlos Isaac,es ESP,DF,Atlético Madrid,1,0,0,0,0,0,0,2,0,2,2,0,2,1,1,2,0
236,Isco,es ESP,"MF,FW",Real Madrid,13.2,29,14,14,8,7,14,34,41.2,20,9,1,8,6,35,3,0
237,Manuel Iturra,cl CHI,MF,Villarreal,0.8,2,0,0,2,0,0,0,,0,1,0,1,2,4,2,0
238,Ander Iturraspe,es ESP,MF,Athletic Club,1.1,2,2,1,1,0,1,1,100,0,0,0,0,6,8,2,0
239,Ivi,es ESP,"MF,FW",Valladolid,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
240,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,13.9,11,8,5,2,4,3,13,23.1,10,7,0,7,6,17,6,0
241,Jason,es ESP,"DF,FW",Levante,25.9,44,25,22,11,11,20,71,28.2,51,25,4,21,46,90,27,0
242,Mathias Jensen,dk DEN,"MF,FW",Celta Vigo,2.6,4,2,2,2,0,2,9,22.2,7,2,0,2,4,8,1,0
243,Jesé,es ESP,"FW,MF",Betis,8.7,7,4,3,3,1,2,8,25,6,8,0,8,1,8,1,0
244,Joaquín,es ESP,"FW,MF",Betis,18.8,10,4,4,2,4,3,7,42.9,4,13,2,11,14,24,31,1
245,Jony,es ESP,"MF,FW",Alavés,33,20,14,6,7,7,7,37,18.9,30,18,0,18,22,42,12,2
246,Joan Jordán,es ESP,MF,Eibar,31.9,63,40,16,38,9,28,80,35,52,38,4,34,32,95,18,1
247,Willian José,br BRA,FW,Real Sociedad,26.3,5,3,1,3,1,2,7,28.6,5,11,5,6,1,6,27,0
248,Aleksandar Jovanovi?,rs SRB,GK,Huesca,12,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
249,Jozabed,es ESP,MF,Celta Vigo,12.8,19,10,8,8,3,8,24,33.3,16,8,2,6,9,28,13,2
250,Miguel Juan Llambrich,es ESP,"DF,FW",Villarreal,6,21,14,11,9,1,6,14,42.9,8,9,2,7,12,33,17,0
251,Juanfran,es ESP,"DF,FW",Leganés,16.2,20,12,13,5,2,9,16,56.3,7,9,4,5,19,39,37,0
252,Juanfran,es ESP,DF,Atlético Madrid,17.9,35,22,27,5,3,24,38,63.2,14,13,5,8,19,54,36,1
253,Juanmi,es ESP,"FW,MF",Real Sociedad,16.9,21,12,7,11,3,8,22,36.4,14,12,0,12,16,37,13,0
254,Juanpe,es ESP,DF,Girona,30.7,48,25,32,15,1,24,45,53.3,21,31,15,16,57,105,138,0
255,Juanpi,ve VEN,"MF,FW",Huesca,7.4,16,6,9,5,2,4,12,33.3,8,15,0,15,6,22,3,0
256,David Juncà,es ESP,DF,Celta Vigo,19.5,55,30,40,13,2,28,46,60.9,18,27,6,21,35,90,63,1
257,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,9.7,10,6,3,6,1,3,16,18.8,13,6,1,5,7,17,1,0
258,Gaël Kakuta,cd COD,"MF,FW",Rayo Vallecano,8,12,7,5,5,2,2,10,20,8,4,1,3,9,21,9,0
259,Nikola Kalini?,hr CRO,FW,Atlético Madrid,7.1,6,4,2,4,0,1,3,33.3,2,1,0,1,2,8,2,0
260,Lee Kangin,kr KOR,"MF,FW",Valencia,0.3,2,0,1,1,0,1,3,33.3,2,0,0,0,1,3,0,0
261,Wilfrid Kaptoum,cm CMR,MF,Betis,8.6,15,6,4,10,1,5,11,45.5,6,9,1,8,10,25,6,2
262,Keko,es ESP,"MF,FW",Valladolid,17,42,18,21,15,6,18,50,36,32,20,1,19,14,56,17,0
263,Kike,es ESP,FW,Eibar,14.4,7,4,1,2,4,1,5,20,4,18,0,18,4,11,6,0
264,Simon Kjær,dk DEN,DF,Sevilla,22.3,29,19,25,3,1,9,16,56.3,7,41,34,7,27,56,136,0
265,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,1.8,3,1,1,1,1,1,3,33.3,2,1,0,1,0,3,0,0
266,Koke,es ESP,MF,Atlético Madrid,28.7,84,46,41,32,11,34,86,39.5,52,25,5,20,31,115,37,1
267,Geoffrey Kondogbia,cf CTA,MF,Valencia,13.8,47,33,18,23,6,12,27,44.4,15,20,7,13,27,74,22,2
268,Vasyl Kravets,ua UKR,"DF,FW",Leganés,5.3,16,11,8,6,2,6,13,46.2,7,5,1,4,4,20,10,1
269,Toni Kroos,de GER,MF,Real Madrid,24.7,51,35,18,24,9,14,57,24.6,43,25,4,21,14,65,13,1
270,Víctor Laguardia,es ESP,DF,Alavés,36,47,34,37,10,0,24,33,72.7,9,42,19,23,53,100,232,0
271,Diego Lainez,mx MEX,"FW,MF",Betis,3.9,4,4,0,3,1,1,1,100,0,2,0,2,1,5,2,0
272,Toni Lato,es ESP,DF,Valencia,3,6,4,4,1,1,1,5,20,4,9,3,6,6,12,13,0
273,Miguel Layún,mx MEX,"MF,DF",Villarreal,5.6,8,2,0,7,1,2,6,33.3,4,8,2,6,1,9,10,0
274,Robin Le Normand,fr FRA,DF,Real Sociedad,3.2,5,2,2,3,0,1,3,33.3,2,3,0,3,4,9,13,1
275,Wu Lei,cn CHN,"FW,MF",Espanyol,11.8,13,6,5,6,2,5,16,31.3,11,9,0,9,7,20,7,0
276,Iñigo Lekue,es ESP,DF,Athletic Club,2.3,5,2,3,2,0,2,7,28.6,5,4,0,4,4,9,11,0
277,Thomas Lemar,fr FRA,MF,Atlético Madrid,20.2,38,21,23,11,4,19,42,45.2,23,26,1,25,22,60,7,1
278,Clément Lenglet,fr FRA,DF,Barcelona,21.5,47,29,26,19,2,22,36,61.1,14,30,20,10,21,68,70,0
279,Pedro León,es ESP,"MF,FW",Eibar,4.7,7,4,2,2,3,4,7,57.1,3,10,0,10,4,11,2,0
280,Sergio León,es ESP,"FW,MF",Betis,7.1,4,2,2,1,1,2,8,25,6,4,0,4,2,6,6,0
281,Diego Llorente,es ESP,DF,Real Sociedad,19.5,26,15,16,8,2,17,29,58.6,12,27,15,12,26,52,83,2
282,Marcos Llorente,es ESP,MF,Real Madrid,6,16,12,7,7,2,8,18,44.4,10,8,0,8,7,23,12,0
283,Giovani Lo Celso,ar ARG,"MF,FW",Betis,26.6,52,31,16,28,8,9,35,25.7,26,24,1,23,17,69,8,0
284,Stanislav Lobotka,sk SVK,MF,Celta Vigo,27.7,30,19,10,17,3,9,32,28.1,23,15,1,14,26,56,18,1
285,Samuele Longo,it ITA,FW,Huesca,6.2,4,3,2,2,0,0,6,0,6,4,0,4,1,5,7,0
286,Alejandro López,es ESP,MF,Espanyol,1.2,3,1,1,2,0,2,3,66.7,1,0,0,0,3,6,1,0
287,David López,es ESP,DF,Espanyol,20.2,27,18,15,10,2,10,22,45.5,12,18,12,6,28,55,65,2
288,Diego López,es ESP,GK,Espanyol,38,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,3
289,Javi López,es ESP,DF,Espanyol,21.6,63,40,37,22,4,28,60,46.7,32,27,5,22,40,103,90,0
290,Lluis López,es ESP,DF,Espanyol,5.8,5,3,4,1,0,3,6,50,3,6,2,4,7,12,21,0
291,Pedro López Muñoz,es ESP,DF,Levante,5.2,5,3,5,0,0,3,7,42.9,4,8,3,5,8,13,7,0
292,Pau López,es ESP,GK,Betis,33,0,0,0,0,0,0,2,0,2,1,0,1,2,2,17,2
293,Roberto López,es ESP,MF,Real Sociedad,0.3,0,0,0,0,0,0,1,0,1,1,0,1,1,1,2,0
294,Unai López,es ESP,MF,Athletic Club,3.6,7,5,3,2,2,2,12,16.7,10,10,3,7,1,8,2,0
295,Anthony Lozano,hn HON,"FW,MF",Girona,8.1,6,5,3,3,0,0,6,0,6,7,1,6,0,6,6,0
296,Filipe Luís,br BRA,DF,Atlético Madrid,22.6,66,36,33,25,8,32,58,55.2,26,18,3,15,44,110,47,0
297,José Luis Gayà,es ESP,DF,Valencia,34.9,83,59,56,20,7,46,80,57.5,34,48,6,42,43,126,105,1
298,José Luis Morales,es ESP,"FW,MF",Levante,35.5,21,15,6,10,5,8,49,16.3,41,22,1,21,12,33,17,0
299,Luisinho,pt POR,DF,Huesca,5.6,14,10,9,5,0,10,17,58.8,7,6,1,5,16,30,17,0
300,Douglas Luiz,br BRA,MF,Girona,16.6,34,19,13,20,1,9,38,23.7,29,19,7,12,21,55,26,0
301,Antonio Luna,es ESP,"DF,FW",Levante,14,14,10,6,7,1,6,23,26.1,17,22,7,15,15,29,48,1
302,Andriy Lunin,ua UKR,GK,Leganés,4.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
303,Nemanja Maksimovi?,rs SRB,MF,Getafe,35.7,77,45,21,51,5,21,61,34.4,40,60,15,45,71,148,33,0
304,Malcom,br BRA,"FW,MF",Barcelona,6.8,3,2,0,1,2,2,3,66.7,1,7,0,7,1,4,1,0
305,Hugo Mallo,es ESP,DF,Celta Vigo,34.4,73,41,41,27,5,27,52,51.9,25,44,13,31,50,123,135,1
306,Aïssa Mandi,dz ALG,DF,Betis,34,52,34,27,20,5,12,29,41.4,17,39,23,16,41,93,71,2
307,Martín Mantovani,ar ARG,DF,Huesca,7.8,15,9,12,3,0,6,11,54.5,5,4,3,1,22,37,48,0
308,Fran Manzanara,es ESP,"DF,MF",Levante,1.7,7,5,3,3,1,4,4,100,0,3,2,1,1,8,7,0
309,Marcelo,br BRA,DF,Real Madrid,20.6,34,19,17,12,5,15,39,38.5,24,19,2,17,17,51,21,0
310,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,26.9,60,32,34,17,9,29,62,46.8,33,29,4,25,27,87,62,0
311,Miguel Marí,es ESP,MF,Eibar,0.8,0,0,0,0,0,0,2,0,2,0,0,0,1,1,2,0
312,José María Giménez,uy URU,DF,Atlético Madrid,19.7,26,15,20,6,0,13,26,50,13,27,14,13,44,70,128,2
313,Mariano,do DOM,FW,Real Madrid,5,2,1,1,1,0,0,3,0,3,2,0,2,0,2,2,0
314,Adrián Marín,es ESP,"DF,MF",Alavés,3.2,13,8,8,5,0,4,7,57.1,3,1,0,1,7,20,13,0
315,Guillermo Maripán,cl CHI,DF,Alavés,22.3,46,26,34,12,0,26,38,68.4,12,35,19,16,40,86,133,2
316,Roger Martí,es ESP,FW,Levante,21,8,6,1,4,3,1,19,5.3,18,14,1,13,4,12,9,0
317,Iñigo Martínez,es ESP,DF,Athletic Club,32.2,53,26,36,16,1,23,37,62.2,14,24,14,10,69,122,144,0
318,Gelson Martins,pt POR,"FW,MF",Atlético Madrid,2.5,5,3,3,1,1,3,4,75,1,1,0,1,1,6,1,0
319,Jordi Masip,es ESP,GK,Valladolid,35,1,1,1,0,0,0,0,,0,1,0,1,1,2,3,3
320,Jaime Mata,es ESP,"FW,MF",Getafe,27,30,21,8,14,8,7,26,26.9,19,14,0,14,17,47,27,0
321,Borja Mayoral,es ESP,FW,Levante,18,9,4,1,6,2,5,16,31.3,11,10,1,9,5,14,5,0
322,Róbert Mazá?,sk SVK,DF,Celta Vigo,1,3,3,3,0,0,2,2,100,0,2,0,2,3,6,0,0
323,Álvaro Medrán,es ESP,MF,Rayo Vallecano,12.8,15,8,5,6,4,6,21,28.6,15,10,1,9,17,32,9,0
324,Óscar Melendo,es ESP,"MF,FW",Espanyol,22.2,17,8,7,6,4,10,26,38.5,16,17,1,16,13,30,9,0
325,Gonzalo Melero,es ESP,MF,Huesca,14.9,26,23,5,19,2,11,48,22.9,37,14,4,10,2,28,23,0
326,Arthur Melo,br BRA,MF,Barcelona,15.9,15,10,5,6,4,6,13,46.2,7,8,0,8,9,24,9,1
327,Brais Méndez,es ESP,"MF,FW",Celta Vigo,26.1,61,31,23,29,9,14,53,26.4,39,32,3,29,24,85,24,0
328,Gabriel Mercado,ar ARG,DF,Sevilla,19.3,35,23,21,12,2,18,36,50,18,24,12,12,26,61,75,1
329,Mikel Merino,es ESP,MF,Real Sociedad,22.8,50,28,19,25,6,14,52,26.9,38,37,2,35,29,79,37,1
330,Sabin Merino,es ESP,"FW,MF",Leganés,3.3,1,1,0,0,1,1,1,100,0,1,0,1,0,1,4,0
331,Martín Merquelanz,es ESP,MF,Real Sociedad,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
332,Roque Mesa,es ESP,MF,Sevilla,19.4,46,27,16,22,8,15,38,39.5,23,16,0,16,14,60,12,4
333,Lionel Messi,ar ARG,FW,Barcelona,30.1,12,7,5,3,4,1,17,5.9,16,10,0,10,3,15,1,0
334,Míchel,es ESP,MF,Valladolid,28.4,60,38,25,31,4,18,73,24.7,55,40,4,36,43,103,30,1
335,Miguel,es ESP,FW,Valladolid,0.1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
336,Pere Milla,es ESP,"MF,FW",Eibar,3.8,7,6,1,5,1,0,5,0,5,4,1,3,2,9,1,0
337,Santi Mina,es ESP,FW,Valencia,20.6,17,10,1,15,1,3,25,12,22,19,2,17,4,21,20,0
338,Ignasi Miquel,es ESP,DF,Getafe,3.5,1,0,0,1,0,1,2,50,1,4,4,0,5,6,25,0
339,Jorge Miramón,es ESP,DF,Huesca,27.7,73,55,49,17,7,34,53,64.2,19,34,11,23,44,117,65,1
340,Luka Modric,hr CRO,MF,Real Madrid,29,49,30,11,25,13,14,48,29.2,34,20,3,17,31,80,7,1
341,Johan Mojica,co COL,"FW,MF",Girona,0.2,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
342,Jorge Molina,es ESP,FW,Getafe,29.4,12,9,1,4,7,2,15,13.3,13,22,0,22,7,19,26,1
343,Victor Mollejo,es ESP,"FW,DF",Atlético Madrid,0.7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
344,Francisco Montero,es ESP,DF,Atlético Madrid,4.5,8,4,5,3,0,5,6,83.3,1,10,4,6,5,13,18,1
345,Emre Mor,tr TUR,"FW,MF",Celta Vigo,4.1,7,4,1,3,3,2,7,28.6,5,5,0,5,3,10,1,0
346,Álvaro Morata,es ESP,FW,Atlético Madrid,12,20,14,2,7,11,3,10,30,7,7,0,7,5,25,13,0
347,Álex Moreno,es ESP,DF,Rayo Vallecano,34.8,63,40,41,18,4,29,53,54.7,24,35,9,26,41,104,97,0
348,Gerard Moreno,es ESP,FW,Villarreal,25.7,22,12,2,15,5,8,27,29.6,19,23,9,14,9,31,39,0
349,Héctor Moreno,mx MEX,DF,Real Sociedad,21.5,16,9,12,4,0,9,17,52.9,8,34,19,15,31,47,73,0
350,Sergio Moreno,es ESP,FW,Rayo Vallecano,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
351,Manu Morlanes,es ESP,MF,Villarreal,6.8,21,11,9,9,3,7,19,36.8,12,7,3,4,5,26,9,0
352,Loren Morón,es ESP,FW,Betis,21.7,18,12,4,11,3,6,27,22.2,21,24,1,23,6,24,18,0
353,Toni Moya,es ESP,DF,Atlético Madrid,1,2,2,2,0,0,0,1,0,1,0,0,0,0,2,3,0
354,Javi Moyano,es ESP,DF,Valladolid,23.3,25,17,17,6,2,15,30,50,15,20,9,11,25,50,88,2
355,Iker Muniain,es ESP,"MF,FW",Athletic Club,26.5,29,20,10,14,5,6,29,20.7,23,17,3,14,12,41,6,0
356,Marc Muniesa,es ESP,"DF,MF",Girona,15.6,49,34,27,17,5,15,28,53.6,13,18,6,12,37,86,49,1
357,Aihen Muñoz,es ESP,DF,Real Sociedad,10.6,13,8,11,2,0,10,19,52.6,9,19,9,10,7,20,26,0
358,Ezequiel Muñoz,ar ARG,DF,Leganés,2.3,3,2,1,2,0,0,0,,0,3,1,2,1,4,10,0
359,Joaquín Muñoz,es ESP,FW,Atlético Madrid,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
360,Luis Muriel,co COL,"MF,FW",Sevilla,1.4,0,0,0,0,0,0,6,0,6,3,0,3,0,0,1,0
361,Jeison Murillo,co COL,DF,Barcelona,1.3,2,2,1,1,0,0,3,0,3,0,0,0,0,2,5,1
362,Jeison Murillo,co COL,DF,Valencia,1,2,1,1,1,0,1,2,50,1,1,0,1,2,4,6,0
363,Damián Musto,ar ARG,"MF,DF",Huesca,18.7,52,34,22,27,3,16,33,48.5,17,30,11,19,34,86,54,1
364,Nacho,es ESP,DF,Valladolid,35,110,66,73,30,7,67,100,67,33,43,10,33,45,155,113,2
365,Nacho,es ESP,DF,Real Madrid,18.9,26,19,14,7,5,11,22,50,11,19,7,12,32,58,65,1
366,Naldo,br BRA,DF,Espanyol,15.1,18,10,9,5,4,6,10,60,4,19,13,6,26,44,112,1
367,Ximo Navarro,es ESP,DF,Alavés,28.1,57,35,44,12,1,32,45,71.1,13,25,11,14,47,104,143,1
368,Jesús Navas,es ESP,"DF,FW",Sevilla,30.1,28,21,15,11,2,16,24,66.7,8,23,5,18,29,57,62,0
369,Keylor Navas,cr CRC,GK,Real Madrid,10,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0
370,Raúl Navas,es ESP,DF,Real Sociedad,14.6,23,14,20,3,0,13,21,61.9,8,20,9,11,20,43,60,1
371,Neto,br BRA,GK,Valencia,34,2,0,2,0,0,2,3,66.7,1,0,0,0,1,3,9,3
372,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,32.5,83,56,35,41,7,32,81,39.5,49,57,10,47,42,125,86,1
373,Peru Nolaskoain,es ESP,DF,Athletic Club,5.2,11,8,7,4,0,5,9,55.6,4,11,6,5,10,21,18,0
374,Nolito,es ESP,"FW,DF",Sevilla,0.8,3,2,1,1,1,1,2,50,1,2,0,2,0,3,1,0
375,Unai Núñez,es ESP,DF,Athletic Club,11.8,15,11,11,4,0,7,11,63.6,4,20,12,8,28,43,60,2
376,Allan Nyom,cm CMR,"DF,FW",Leganés,19,32,24,20,10,2,12,17,70.6,5,7,2,5,20,52,35,0
377,Jan Oblak,si SVN,GK,Atlético Madrid,37,1,0,1,0,0,1,1,100,0,0,0,0,1,2,13,1
378,Álvaro Odriozola,es ESP,DF,Real Madrid,13.1,28,25,13,11,4,14,18,77.8,4,11,1,10,11,39,17,1
379,Dani Ojeda,es ESP,"MF,DF",Leganés,2.1,3,2,2,0,1,1,3,33.3,2,2,0,2,2,5,2,0
380,Lucas Olaza,uy URU,DF,Celta Vigo,10,29,18,19,8,2,14,18,77.8,4,13,6,7,8,37,18,0
381,Oier Olazábal,es ESP,GK,Levante,21,1,1,1,0,0,1,2,50,1,1,0,1,1,2,15,2
382,Kiko Olivas,es ESP,DF,Valladolid,34.4,51,38,35,15,1,22,48,45.8,26,31,18,13,46,97,173,2
383,Paulo Oliveira,pt POR,DF,Eibar,24.9,49,39,33,16,0,28,44,63.6,16,25,10,15,36,85,116,0
384,Mathías Olivera,uy URU,"DF,MF",Getafe,11.2,24,17,11,8,5,10,18,55.6,8,25,2,23,10,34,22,0
385,Kenneth Omeruo,ng NGA,DF,Leganés,27,49,27,41,8,0,20,29,69,9,23,11,12,37,86,159,3
386,Fabián Orellana,cl CHI,"MF,FW",Eibar,30.4,44,21,14,16,14,9,42,21.4,33,17,0,17,19,63,4,0
387,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,35,36,20,15,15,6,12,49,24.5,37,54,3,51,14,50,26,0
388,Fernando Pacheco,es ESP,GK,Alavés,35,0,0,0,0,0,0,1,0,1,0,0,0,1,1,23,0
389,Rubén Pardo,es ESP,"MF,FW",Real Sociedad,15.2,11,7,2,9,0,4,17,23.5,13,14,6,8,21,32,9,0
390,Daniel Parejo,es ESP,MF,Valencia,34,73,42,41,24,8,31,90,34.4,59,41,7,34,46,119,26,2
391,Thomas Partey,gh GHA,MF,Atlético Madrid,23,66,42,32,25,9,21,49,42.9,28,26,5,21,49,115,22,2
392,Gabriel Paulista,br BRA,DF,Valencia,29.1,29,16,20,6,3,14,28,50,14,37,21,16,70,99,162,1
393,Alfonso Pedraza,es ESP,"DF,FW",Villarreal,23.3,59,44,34,19,6,22,62,35.5,40,33,7,26,29,88,55,0
394,Pedrosa,es ESP,DF,Espanyol,8.5,14,9,11,2,1,7,14,50,7,10,4,6,8,22,27,0
395,Rubén Peña,es ESP,DF,Eibar,29.7,63,46,24,27,12,24,53,45.3,29,37,9,28,35,98,57,0
396,Carles Pérez,es ESP,FW,Barcelona,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
397,Hernán Pérez,py PAR,"FW,MF",Espanyol,8.8,13,10,8,3,2,6,27,22.2,21,14,3,11,5,18,13,0
398,Rubén Pérez,es ESP,MF,Leganés,27.5,71,42,27,40,4,32,80,40,48,35,8,27,40,111,34,1
399,Pablo Piatti,ar ARG,"FW,MF",Espanyol,8.3,21,15,8,10,3,8,16,50,8,15,0,15,2,23,8,0
400,Cristiano Piccini,it ITA,DF,Valencia,20.8,32,23,25,7,0,13,26,50,13,27,7,20,27,59,64,1
401,Tomás Pina Isla,es ESP,MF,Alavés,26,64,41,23,36,5,18,46,39.1,28,15,4,11,41,105,43,1
402,Gerard Piqué,es ESP,DF,Barcelona,35,42,27,25,17,0,24,37,64.9,13,41,27,14,36,78,154,5
403,Carles Planas,es ESP,DF,Girona,4.7,12,6,7,5,0,4,11,36.4,7,2,0,2,4,16,15,0
404,Óscar Plano,es ESP,"MF,FW",Valladolid,29.9,63,45,23,28,12,14,48,29.2,34,19,3,16,22,85,28,1
405,Stiven Plaza,ec ECU,"FW,MF",Valladolid,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
406,Pere Pons,es ESP,MF,Girona,31,83,46,34,38,11,30,82,36.6,52,48,12,36,35,118,39,0
407,Pedro Porro,es ESP,DF,Girona,24.6,51,31,28,16,7,32,80,40,48,36,2,34,39,90,60,1
408,Francisco Portillo,es ESP,MF,Getafe,22.2,26,16,6,15,5,9,29,31,20,14,0,14,17,43,9,0
409,Portu,es ESP,"FW,MF",Girona,31.3,33,24,8,15,10,12,43,27.9,31,16,1,15,8,41,5,0
410,Sergio Postigo,es ESP,DF,Levante,16.1,25,15,22,3,0,15,19,78.9,4,21,12,9,20,45,77,0
411,José Pozo,es ESP,MF,Rayo Vallecano,18,13,10,4,5,4,4,25,16,21,7,1,6,4,17,6,0
412,Sanjin Prci?,ba BIH,MF,Levante,5.9,18,13,7,9,2,5,11,45.5,6,11,7,4,11,29,11,1
413,Quincy Promes,nl NED,"FW,DF",Sevilla,17.6,35,25,23,9,3,15,22,68.2,7,19,3,16,25,60,22,1
414,Javi Puado,es ESP,"FW,MF",Espanyol,4,2,1,0,2,0,0,7,0,7,5,1,4,6,8,4,0
415,Riqui Puig,es ESP,MF,Barcelona,1.7,3,3,0,2,1,2,3,66.7,1,0,0,0,0,3,1,0
416,Jorge Pulido,es ESP,DF,Huesca,30.9,63,42,40,19,4,32,51,62.7,19,39,18,21,50,113,158,0
417,Xavi Quintillà,es ESP,DF,Villarreal,7,10,4,5,4,1,6,12,50,6,5,2,3,8,18,17,0
418,Dani Raba,es ESP,"MF,FW",Villarreal,2.1,6,5,1,2,3,1,5,20,4,1,0,1,1,7,0,0
419,Rafinha,br BRA,"FW,MF",Barcelona,2.5,8,6,2,3,3,2,2,100,0,5,1,4,1,9,2,0
420,Ivan Rakitic,hr CRO,MF,Barcelona,29.4,30,24,10,14,6,12,37,32.4,25,32,8,24,51,81,33,0
421,Jonás Ramalho,es ESP,DF,Girona,18,13,6,12,1,0,8,14,57.1,6,24,11,13,16,29,80,1
422,Sandro Ramírez,es ESP,"FW,MF",Real Sociedad,11.7,19,10,7,10,2,4,11,36.4,7,12,1,11,9,28,3,0
423,Iván Ramis,es ESP,DF,Eibar,18.6,23,13,10,11,2,17,23,73.9,6,10,5,5,18,41,65,2
424,Chris Ramos,es ESP,FW,Valladolid,0.7,1,1,0,0,1,1,1,100,0,0,0,0,0,1,1,0
425,Sergio Ramos,es ESP,DF,Real Madrid,27.5,41,32,25,12,4,22,39,56.4,17,29,15,14,37,78,90,2
426,Recio,es ESP,MF,Leganés,14.3,30,21,14,13,3,6,24,25,18,14,2,12,14,44,14,0
427,Sergio Reguilón,es ESP,DF,Real Madrid,12.4,25,14,15,9,1,10,21,47.6,11,13,3,10,20,45,41,1
428,Diego Reyes,mx MEX,DF,Leganés,3.6,7,4,4,3,0,3,4,75,1,4,4,0,7,14,17,1
429,Mikel Rico,es ESP,MF,Athletic Club,2.7,5,2,1,4,0,2,7,28.6,5,3,2,1,2,7,3,0
430,Asier Riesgo,es ESP,GK,Eibar,14,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,8,1
431,Cristian Rivera,es ESP,MF,Huesca,18.8,38,25,18,19,1,11,25,44,14,21,4,17,31,69,31,0
432,Rober,es ESP,DF,Levante,31.7,41,29,33,6,2,24,48,50,24,52,36,16,51,92,129,2
433,Sergi Roberto,es ESP,"DF,MF",Barcelona,23.2,28,20,15,9,4,16,24,66.7,8,18,3,15,43,71,31,0
434,Patrick Roberts,eng ENG,"MF,FW",Girona,6.7,7,6,5,2,0,3,15,20,12,5,0,5,3,10,2,1
435,Joel Robles,es ESP,GK,Betis,5,1,0,1,0,0,1,1,100,0,0,0,0,0,1,5,1
436,Marc Roca,es ESP,MF,Espanyol,34.6,71,45,36,26,9,28,70,40,42,43,21,22,36,107,60,3
437,Rubén Rochina,es ESP,MF,Levante,20,51,33,26,16,9,23,81,28.4,58,29,0,29,21,72,19,1
438,Rodri,es ESP,MF,Atlético Madrid,30.4,103,70,45,50,8,39,75,52,36,35,11,24,41,144,68,0
439,Rodrigo,es ESP,FW,Valencia,28.1,21,10,6,9,6,3,17,17.6,14,17,1,16,3,24,18,0
440,Kévin Rodrigues,pt POR,DF,Real Sociedad,5.4,21,11,14,6,1,9,17,52.9,8,13,3,10,8,29,15,0
441,Ángel Rodríguez,es ESP,FW,Getafe,20.2,16,7,1,6,9,6,26,23.1,20,15,1,14,8,24,8,0
442,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,27.8,46,25,26,15,5,16,58,27.6,42,12,2,10,16,62,16,0
