,,,,,Performance,,,,,,,,,Performance,,,,Aerial Duels,,
232,Takashi Inui,jp JPN,"MF,FW",Alavés,0,0,0,7,16,0,27,4,5,0,0,0,53,4,3,57.1
233,Takashi Inui,jp JPN,MF,Betis,0,0,0,6,12,1,8,1,3,0,0,0,15,0,4,0
234,Gorka Iraizoz,es ESP,GK,Girona,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,75
235,Carlos Isaac,es ESP,DF,Atlético Madrid,0,0,0,0,1,0,3,1,0,0,0,0,3,1,0,100
236,Isco,es ESP,"MF,FW",Real Madrid,3,0,0,20,34,4,42,6,14,0,0,0,68,6,12,33.3
237,Manuel Iturra,cl CHI,MF,Villarreal,1,0,0,3,1,0,0,2,0,0,0,0,4,2,4,33.3
238,Ander Iturraspe,es ESP,MF,Athletic Club,1,0,0,1,1,0,0,6,2,0,0,0,8,5,2,71.4
239,Ivi,es ESP,"MF,FW",Valladolid,0,0,0,1,0,0,3,0,0,0,0,0,1,0,2,0
240,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,1,0,0,16,35,5,118,6,8,0,0,0,59,3,14,17.6
241,Jason,es ESP,"DF,FW",Levante,10,0,0,26,51,3,68,46,25,0,1,0,139,33,32,50.8
242,Mathias Jensen,dk DEN,"MF,FW",Celta Vigo,0,0,0,3,4,0,3,4,2,0,0,0,19,5,4,55.6
243,Jesé,es ESP,"FW,MF",Betis,2,0,0,7,4,5,2,1,4,0,0,0,20,3,17,15
244,Joaquín,es ESP,"FW,MF",Betis,5,0,0,8,32,2,92,14,4,0,0,0,64,14,17,45.2
245,Jony,es ESP,"MF,FW",Alavés,3,0,0,34,31,13,291,22,14,0,0,0,186,5,27,15.6
246,Joan Jordán,es ESP,MF,Eibar,10,0,0,59,37,4,177,32,40,0,0,0,249,50,35,58.8
247,Willian José,br BRA,FW,Real Sociedad,5,1,0,34,31,18,13,1,3,0,0,0,62,42,46,47.7
248,Aleksandar Jovanovi?,rs SRB,GK,Huesca,1,0,0,1,2,0,0,1,0,0,1,0,8,2,0,100
249,Jozabed,es ESP,MF,Celta Vigo,1,0,0,9,12,2,8,9,10,0,0,0,81,6,13,31.6
250,Miguel Juan Llambrich,es ESP,"DF,FW",Villarreal,1,0,0,14,10,0,20,12,14,0,0,0,30,5,8,38.5
251,Juanfran,es ESP,"DF,FW",Leganés,0,0,0,8,18,0,95,19,12,0,0,0,76,18,18,50
252,Juanfran,es ESP,DF,Atlético Madrid,7,0,0,17,10,3,49,19,22,0,1,0,135,14,11,56
253,Juanmi,es ESP,"FW,MF",Real Sociedad,5,1,1,27,27,24,6,16,12,1,0,0,62,19,27,41.3
254,Juanpe,es ESP,DF,Girona,8,0,0,38,10,2,4,57,25,0,1,0,140,106,56,65.4
255,Juanpi,ve VEN,"MF,FW",Huesca,2,0,0,13,15,2,14,6,6,1,0,0,42,8,11,42.1
256,David Juncà,es ESP,DF,Celta Vigo,6,0,0,26,21,1,65,35,30,0,2,0,91,25,15,62.5
257,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,0,0,0,13,21,8,21,7,6,1,0,0,31,1,2,33.3
258,Gaël Kakuta,cd COD,"MF,FW",Rayo Vallecano,1,0,0,9,5,3,42,9,7,0,0,0,35,5,14,26.3
259,Nikola Kalini?,hr CRO,FW,Atlético Madrid,3,0,0,14,9,3,0,2,4,0,0,0,13,17,21,44.7
260,Lee Kangin,kr KOR,"MF,FW",Valencia,1,0,0,2,0,0,6,1,0,0,0,0,2,0,0,
261,Wilfrid Kaptoum,cm CMR,MF,Betis,2,0,0,16,12,0,1,10,6,0,0,0,37,7,5,58.3
262,Keko,es ESP,"MF,FW",Valladolid,2,0,0,32,21,14,103,14,18,0,1,0,91,10,28,26.3
263,Kike,es ESP,FW,Eibar,0,0,0,31,25,10,12,4,4,0,0,0,48,75,103,42.1
264,Simon Kjær,dk DEN,DF,Sevilla,5,0,0,21,14,0,0,27,19,0,0,0,108,74,36,67.3
265,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,0,0,0,5,2,1,0,0,1,0,0,0,6,7,7,50
266,Koke,es ESP,MF,Atlético Madrid,10,1,1,34,38,2,118,31,46,1,0,0,176,15,17,46.9
267,Geoffrey Kondogbia,cf CTA,MF,Valencia,1,0,0,21,19,0,0,27,33,0,0,0,100,24,28,46.2
268,Vasyl Kravets,ua UKR,"DF,FW",Leganés,2,0,0,11,3,0,29,4,11,0,0,0,30,7,7,50
269,Toni Kroos,de GER,MF,Real Madrid,2,0,0,22,55,1,136,14,35,0,0,0,168,20,14,58.8
270,Víctor Laguardia,es ESP,DF,Alavés,13,0,0,26,14,2,1,53,34,0,1,1,147,79,70,53
271,Diego Lainez,mx MEX,"FW,MF",Betis,2,0,0,2,18,0,6,1,4,0,0,0,10,0,4,0
272,Toni Lato,es ESP,DF,Valencia,1,0,0,4,2,0,4,6,4,0,2,0,19,0,7,0
273,Miguel Layún,mx MEX,"MF,DF",Villarreal,1,0,0,6,4,0,55,1,2,0,0,0,17,1,4,20
274,Robin Le Normand,fr FRA,DF,Real Sociedad,1,0,0,3,2,0,0,4,2,0,0,0,18,8,2,80
275,Wu Lei,cn CHN,"FW,MF",Espanyol,1,0,0,8,12,12,9,7,6,1,0,0,42,13,26,33.3
276,Iñigo Lekue,es ESP,DF,Athletic Club,1,0,0,1,3,0,12,4,2,0,0,0,11,4,4,50
277,Thomas Lemar,fr FRA,MF,Atlético Madrid,4,0,0,23,33,7,73,22,21,0,0,0,106,8,25,24.2
278,Clément Lenglet,fr FRA,DF,Barcelona,8,1,0,30,14,1,0,21,29,0,0,1,106,44,32,57.9
279,Pedro León,es ESP,"MF,FW",Eibar,0,0,0,5,5,0,40,4,4,0,0,0,22,12,8,60
280,Sergio León,es ESP,"FW,MF",Betis,1,0,0,9,15,8,3,2,2,0,0,0,19,3,24,11.1
281,Diego Llorente,es ESP,DF,Real Sociedad,5,0,0,20,13,1,2,26,15,0,0,1,95,57,41,58.2
282,Marcos Llorente,es ESP,MF,Real Madrid,1,0,0,15,7,1,0,7,12,0,0,0,43,2,3,40
283,Giovani Lo Celso,ar ARG,"MF,FW",Betis,5,0,0,36,67,1,15,17,31,1,0,0,107,16,23,41
284,Stanislav Lobotka,sk SVK,MF,Celta Vigo,1,0,0,19,48,1,9,26,19,0,0,0,166,9,19,32.1
285,Samuele Longo,it ITA,FW,Huesca,4,0,0,16,7,3,1,1,3,0,0,0,14,20,29,40.8
286,Alejandro López,es ESP,MF,Espanyol,1,0,0,1,4,0,2,3,1,0,0,0,10,1,2,33.3
287,David López,es ESP,DF,Espanyol,4,0,0,18,17,0,2,28,18,1,1,1,101,51,39,56.7
288,Diego López,es ESP,GK,Espanyol,2,0,0,0,4,0,0,2,0,0,0,0,51,6,1,85.7
289,Javi López,es ESP,DF,Espanyol,5,1,1,32,35,0,57,40,40,0,0,0,112,31,27,53.4
290,Lluis López,es ESP,DF,Espanyol,0,0,0,5,2,0,0,7,3,0,1,0,21,14,10,58.3
291,Pedro López Muñoz,es ESP,DF,Levante,1,0,0,7,12,0,14,8,3,0,0,0,26,4,5,44.4
292,Pau López,es ESP,GK,Betis,3,0,0,1,5,0,0,2,0,0,0,0,56,7,0,100
293,Roberto López,es ESP,MF,Real Sociedad,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,50
294,Unai López,es ESP,MF,Athletic Club,1,0,0,1,4,1,12,1,5,0,0,0,25,2,7,22.2
295,Anthony Lozano,hn HON,"FW,MF",Girona,4,1,0,42,10,5,10,0,5,1,0,0,28,24,31,43.6
296,Filipe Luís,br BRA,DF,Atlético Madrid,4,0,0,26,14,2,54,44,36,0,1,0,143,18,10,64.3
297,José Luis Gayà,es ESP,DF,Valencia,10,0,0,35,55,3,97,43,59,1,1,0,192,34,44,43.6
298,José Luis Morales,es ESP,"FW,MF",Levante,7,0,0,31,52,22,71,12,15,3,0,0,127,15,41,26.8
299,Luisinho,pt POR,DF,Huesca,4,0,0,8,8,0,9,16,10,0,0,0,27,0,4,0
300,Douglas Luiz,br BRA,MF,Girona,7,0,0,47,30,0,16,21,19,0,1,0,136,26,20,56.5
301,Antonio Luna,es ESP,"DF,FW",Levante,4,0,0,14,12,0,52,15,10,0,0,0,99,13,8,61.9
302,Andriy Lunin,ua UKR,GK,Leganés,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100
303,Nemanja Maksimovi?,rs SRB,MF,Getafe,4,0,0,19,11,1,4,71,45,0,1,0,166,83,80,50.9
304,Malcom,br BRA,"FW,MF",Barcelona,0,0,0,5,9,8,16,1,2,0,0,0,24,4,11,26.7
305,Hugo Mallo,es ESP,DF,Celta Vigo,11,0,0,51,27,9,177,50,41,0,1,0,169,60,56,51.7
306,Aïssa Mandi,dz ALG,DF,Betis,10,0,0,56,22,1,19,41,34,0,0,0,143,53,38,58.2
307,Martín Mantovani,ar ARG,DF,Huesca,2,0,0,12,16,0,0,22,9,0,2,1,23,30,13,69.8
308,Fran Manzanara,es ESP,"DF,MF",Levante,0,0,0,1,1,0,0,1,5,0,0,0,5,5,4,55.6
309,Marcelo,br BRA,DF,Real Madrid,6,0,0,19,20,5,72,17,19,0,0,0,109,7,21,25
310,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,7,2,1,39,11,9,78,27,32,0,0,0,117,37,33,52.9
311,Miguel Marí,es ESP,MF,Eibar,0,0,0,1,1,0,0,1,0,0,0,0,5,1,2,33.3
312,José María Giménez,uy URU,DF,Atlético Madrid,5,0,0,8,18,0,0,44,15,0,1,0,92,55,25,68.8
313,Mariano,do DOM,FW,Real Madrid,2,0,0,5,4,14,0,0,1,0,0,0,3,11,12,47.8
314,Adrián Marín,es ESP,"DF,MF",Alavés,2,0,0,11,3,0,2,7,8,0,0,0,15,4,2,66.7
315,Guillermo Maripán,cl CHI,DF,Alavés,5,0,0,16,9,1,0,40,26,0,1,0,89,95,37,72
316,Roger Martí,es ESP,FW,Levante,5,0,0,38,32,8,17,4,6,1,0,0,48,21,53,28.4
317,Iñigo Martínez,es ESP,DF,Athletic Club,12,0,0,38,55,0,16,69,26,2,2,0,183,91,69,56.9
318,Gelson Martins,pt POR,"FW,MF",Atlético Madrid,0,0,0,3,7,1,3,1,3,0,0,0,11,2,9,18.2
319,Jordi Masip,es ESP,GK,Valladolid,1,0,0,0,1,0,0,1,1,0,0,0,38,4,2,66.7
320,Jaime Mata,es ESP,"FW,MF",Getafe,10,0,0,79,52,30,55,17,21,0,0,0,100,96,109,46.8
321,Borja Mayoral,es ESP,FW,Levante,1,0,0,16,33,16,5,5,4,0,0,0,64,21,45,31.8
322,Róbert Mazá?,sk SVK,DF,Celta Vigo,0,0,0,2,0,0,4,3,3,0,0,0,1,2,1,66.7
323,Álvaro Medrán,es ESP,MF,Rayo Vallecano,8,1,1,25,18,2,52,17,8,0,1,0,93,11,10,52.4
324,Óscar Melendo,es ESP,"MF,FW",Espanyol,3,0,0,11,56,0,13,13,8,0,0,0,99,8,35,18.6
325,Gonzalo Melero,es ESP,MF,Huesca,3,0,0,32,17,1,3,2,23,2,0,0,96,24,22,52.2
326,Arthur Melo,br BRA,MF,Barcelona,2,0,0,11,40,0,4,9,10,0,0,0,109,3,7,30
327,Brais Méndez,es ESP,"MF,FW",Celta Vigo,5,0,0,38,64,11,108,24,31,1,0,0,133,29,58,33.3
328,Gabriel Mercado,ar ARG,DF,Sevilla,10,0,0,32,19,2,5,26,23,1,1,0,80,46,39,54.1
329,Mikel Merino,es ESP,MF,Real Sociedad,10,1,1,70,37,1,15,29,28,2,0,0,156,83,42,66.4
330,Sabin Merino,es ESP,"FW,MF",Leganés,0,0,0,4,4,2,2,0,1,0,0,0,7,15,19,44.1
331,Martín Merquelanz,es ESP,MF,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
332,Roque Mesa,es ESP,MF,Sevilla,11,1,1,45,26,2,39,14,27,1,1,0,153,12,20,37.5
333,Lionel Messi,ar ARG,FW,Barcelona,3,0,0,22,66,17,78,3,7,0,0,0,69,7,10,41.2
334,Míchel,es ESP,MF,Valladolid,9,0,0,43,22,4,136,43,38,0,1,0,228,22,46,32.4
335,Miguel,es ESP,FW,Valladolid,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,33.3
336,Pere Milla,es ESP,"MF,FW",Eibar,0,0,0,7,5,2,16,2,6,0,0,0,21,7,14,33.3
337,Santi Mina,es ESP,FW,Valencia,4,0,0,40,41,13,9,4,10,1,0,0,53,40,73,35.4
338,Ignasi Miquel,es ESP,DF,Getafe,1,0,0,6,1,0,1,5,0,0,0,0,21,7,7,50
339,Jorge Miramón,es ESP,DF,Huesca,5,0,0,26,13,0,81,44,55,0,0,0,222,30,24,55.6
340,Luka Modric,hr CRO,MF,Real Madrid,6,0,0,28,46,4,73,31,30,0,0,0,158,12,14,46.2
341,Johan Mojica,co COL,"FW,MF",Girona,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,
342,Jorge Molina,es ESP,FW,Getafe,2,0,0,47,45,21,17,7,9,0,0,0,98,91,160,36.3
343,Victor Mollejo,es ESP,"FW,DF",Atlético Madrid,0,0,0,4,2,0,0,0,0,0,0,0,1,2,5,28.6
344,Francisco Montero,es ESP,DF,Atlético Madrid,2,0,0,6,1,2,0,5,4,0,0,0,13,1,5,16.7
345,Emre Mor,tr TUR,"FW,MF",Celta Vigo,1,0,0,7,7,2,5,3,4,0,0,0,20,3,4,42.9
346,Álvaro Morata,es ESP,FW,Atlético Madrid,5,0,0,29,19,14,7,5,14,0,0,0,33,58,46,55.8
347,Álex Moreno,es ESP,DF,Rayo Vallecano,5,0,0,41,44,8,103,41,40,0,0,0,206,28,41,40.6
348,Gerard Moreno,es ESP,FW,Villarreal,3,0,0,39,37,21,19,9,12,0,0,0,89,59,59,50
349,Héctor Moreno,mx MEX,DF,Real Sociedad,2,0,0,17,13,3,5,31,9,0,0,0,95,37,24,60.7
350,Sergio Moreno,es ESP,FW,Rayo Vallecano,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
351,Manu Morlanes,es ESP,MF,Villarreal,2,0,0,13,6,0,2,5,11,0,0,0,48,9,9,50
352,Loren Morón,es ESP,FW,Betis,4,0,0,30,47,25,11,6,12,2,0,0,35,23,52,30.7
353,Toni Moya,es ESP,DF,Atlético Madrid,0,0,0,1,0,0,0,0,2,0,0,0,1,1,2,33.3
354,Javi Moyano,es ESP,DF,Valladolid,3,0,0,8,22,0,34,25,17,0,0,0,110,25,35,41.7
355,Iker Muniain,es ESP,"MF,FW",Athletic Club,7,0,0,27,79,1,40,12,20,3,0,0,158,5,27,15.6
356,Marc Muniesa,es ESP,"DF,MF",Girona,6,0,0,21,20,0,17,37,34,0,1,0,93,29,29,50
357,Aihen Muñoz,es ESP,DF,Real Sociedad,0,0,0,6,6,0,28,7,8,0,0,0,42,15,18,45.5
358,Ezequiel Muñoz,ar ARG,DF,Leganés,0,0,0,3,0,0,0,1,2,0,0,0,9,4,4,50
359,Joaquín Muñoz,es ESP,FW,Atlético Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
360,Luis Muriel,co COL,"MF,FW",Sevilla,0,0,0,4,0,3,0,0,0,0,0,0,3,9,7,56.3
361,Jeison Murillo,co COL,DF,Barcelona,0,0,0,0,0,0,0,0,2,0,0,0,6,4,5,44.4
362,Jeison Murillo,co COL,DF,Valencia,0,0,0,1,3,0,0,2,1,0,0,0,0,3,2,60
363,Damián Musto,ar ARG,"MF,DF",Huesca,11,0,0,47,17,1,3,34,34,0,1,0,97,48,35,57.8
364,Nacho,es ESP,DF,Valladolid,10,0,0,29,36,6,148,45,66,0,0,0,183,29,38,43.3
365,Nacho,es ESP,DF,Real Madrid,8,1,1,27,12,0,15,32,19,0,0,0,108,30,29,50.8
366,Naldo,br BRA,DF,Espanyol,3,0,0,13,4,1,0,26,10,0,0,0,77,39,31,55.7
367,Ximo Navarro,es ESP,DF,Alavés,7,0,0,18,37,0,43,47,35,0,1,0,150,45,42,51.7
368,Jesús Navas,es ESP,"DF,FW",Sevilla,8,0,0,12,31,8,194,29,21,0,0,0,172,15,42,26.3
369,Keylor Navas,cr CRC,GK,Real Madrid,1,0,0,0,2,0,0,1,0,0,0,0,19,3,0,100
370,Raúl Navas,es ESP,DF,Real Sociedad,4,0,0,10,13,1,4,20,14,0,1,0,97,28,15,65.1
371,Neto,br BRA,GK,Valencia,2,0,0,0,0,0,0,1,0,0,0,0,29,4,0,100
372,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,10,0,0,55,26,7,49,42,56,0,1,1,204,93,60,60.8
373,Peru Nolaskoain,es ESP,DF,Athletic Club,2,1,0,5,1,0,0,10,8,0,0,0,26,14,12,53.8
374,Nolito,es ESP,"FW,DF",Sevilla,0,0,0,2,1,1,1,0,2,0,0,0,2,0,1,0
375,Unai Núñez,es ESP,DF,Athletic Club,4,0,0,16,2,0,1,28,11,0,0,0,50,43,25,63.2
376,Allan Nyom,cm CMR,"DF,FW",Leganés,7,1,0,34,20,4,63,20,24,0,0,0,90,23,17,57.5
377,Jan Oblak,si SVN,GK,Atlético Madrid,1,0,0,1,2,0,0,1,0,0,1,0,32,7,1,87.5
378,Álvaro Odriozola,es ESP,DF,Real Madrid,2,0,0,15,19,5,53,11,25,2,1,0,61,1,14,6.7
379,Dani Ojeda,es ESP,"MF,DF",Leganés,1,0,0,5,2,0,8,2,2,0,0,0,12,5,5,50
380,Lucas Olaza,uy URU,DF,Celta Vigo,2,0,0,7,5,0,42,8,18,0,1,0,48,3,7,30
381,Oier Olazábal,es ESP,GK,Levante,1,0,0,0,2,0,0,1,1,0,0,0,11,4,1,80
382,Kiko Olivas,es ESP,DF,Valladolid,6,0,0,17,37,1,0,46,38,0,3,0,201,63,64,49.6
383,Paulo Oliveira,pt POR,DF,Eibar,4,0,0,19,12,0,1,36,39,0,0,1,123,75,44,63
384,Mathías Olivera,uy URU,"DF,MF",Getafe,6,1,1,15,23,1,18,10,17,0,0,0,66,42,49,46.2
385,Kenneth Omeruo,ng NGA,DF,Leganés,7,0,0,17,11,1,2,37,27,0,2,0,134,53,31,63.1
386,Fabián Orellana,cl CHI,"MF,FW",Eibar,4,0,0,24,59,5,105,19,21,1,0,0,190,27,50,35.1
387,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,2,0,0,32,38,11,64,14,20,1,0,1,137,43,68,38.7
388,Fernando Pacheco,es ESP,GK,Alavés,3,0,0,0,4,0,0,1,0,0,0,0,34,8,1,88.9
389,Rubén Pardo,es ESP,"MF,FW",Real Sociedad,3,0,0,13,10,1,90,21,7,1,0,0,86,9,17,34.6
390,Daniel Parejo,es ESP,MF,Valencia,5,1,0,27,54,0,188,46,42,0,0,0,270,29,20,59.2
391,Thomas Partey,gh GHA,MF,Atlético Madrid,9,1,1,31,21,0,27,49,42,0,0,0,144,39,31,55.7
392,Gabriel Paulista,br BRA,DF,Valencia,6,0,0,25,30,1,0,70,16,0,1,0,158,60,25,70.6
393,Alfonso Pedraza,es ESP,"DF,FW",Villarreal,3,0,0,42,12,7,95,29,44,0,0,0,105,27,31,46.6
394,Pedrosa,es ESP,DF,Espanyol,1,0,0,14,7,1,15,8,9,0,0,0,41,4,12,25
395,Rubén Peña,es ESP,DF,Eibar,4,0,0,24,34,1,216,35,46,0,0,0,214,21,26,44.7
396,Carles Pérez,es ESP,FW,Barcelona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397,Hernán Pérez,py PAR,"FW,MF",Espanyol,1,0,0,21,15,6,39,5,10,0,0,0,44,14,14,50
398,Rubén Pérez,es ESP,MF,Leganés,7,1,0,33,40,0,4,40,42,0,0,0,225,48,39,55.2
399,Pablo Piatti,ar ARG,"FW,MF",Espanyol,0,0,0,18,26,1,45,2,15,0,0,0,49,10,18,35.7
400,Cristiano Piccini,it ITA,DF,Valencia,3,0,0,18,14,0,40,27,23,0,0,0,120,26,19,57.8
401,Tomás Pina Isla,es ESP,MF,Alavés,13,0,0,58,51,1,7,41,41,0,1,0,219,57,53,51.8
402,Gerard Piqué,es ESP,DF,Barcelona,6,0,0,24,21,2,0,36,27,1,0,0,277,116,41,73.9
403,Carles Planas,es ESP,DF,Girona,3,0,0,5,2,0,14,4,6,0,0,0,25,6,8,42.9
404,Óscar Plano,es ESP,"MF,FW",Valladolid,8,0,0,68,66,8,59,22,45,2,2,0,132,34,64,34.7
405,Stiven Plaza,ec ECU,"FW,MF",Valladolid,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0
406,Pere Pons,es ESP,MF,Girona,4,0,0,70,49,0,11,35,46,0,1,0,177,48,68,41.4
407,Pedro Porro,es ESP,DF,Girona,4,0,0,24,35,0,124,39,31,0,0,0,179,18,35,34
408,Francisco Portillo,es ESP,MF,Getafe,3,1,0,30,36,2,40,17,16,0,0,0,132,4,35,10.3
409,Portu,es ESP,"FW,MF",Girona,3,0,0,26,42,11,72,8,24,0,0,0,104,24,83,22.4
410,Sergio Postigo,es ESP,DF,Levante,4,1,0,12,4,0,0,20,15,0,0,0,75,20,29,40.8
411,José Pozo,es ESP,MF,Rayo Vallecano,4,0,0,12,23,2,20,4,10,0,0,0,75,7,22,24.1
412,Sanjin Prci?,ba BIH,MF,Levante,3,0,0,8,10,0,4,11,13,0,0,0,39,15,5,75
413,Quincy Promes,nl NED,"FW,DF",Sevilla,2,0,0,24,13,9,61,25,25,1,0,0,112,19,22,46.3
414,Javi Puado,es ESP,"FW,MF",Espanyol,0,0,0,4,2,2,2,6,1,1,0,0,21,9,9,50
415,Riqui Puig,es ESP,MF,Barcelona,0,0,0,1,1,0,0,0,3,0,0,0,9,1,0,100
416,Jorge Pulido,es ESP,DF,Huesca,9,2,0,50,32,6,16,50,42,0,0,1,134,69,51,57.5
417,Xavi Quintillà,es ESP,DF,Villarreal,1,0,0,7,0,0,19,8,4,0,0,0,29,3,9,25
418,Dani Raba,es ESP,"MF,FW",Villarreal,0,0,0,5,4,0,6,1,5,0,0,0,17,2,1,66.7
419,Rafinha,br BRA,"FW,MF",Barcelona,1,0,0,7,8,0,3,1,6,0,0,0,8,3,2,60
420,Ivan Rakitic,hr CRO,MF,Barcelona,7,1,1,27,53,3,24,51,24,0,0,0,215,37,20,64.9
421,Jonás Ramalho,es ESP,DF,Girona,4,0,0,15,11,0,30,16,6,0,2,1,83,25,25,50
422,Sandro Ramírez,es ESP,"FW,MF",Real Sociedad,4,0,0,19,24,9,44,9,10,0,0,0,68,9,11,45
423,Iván Ramis,es ESP,DF,Eibar,4,0,0,10,10,2,1,18,13,1,1,0,117,62,25,71.3
424,Chris Ramos,es ESP,FW,Valladolid,0,0,0,2,2,0,0,0,1,0,0,0,0,8,8,50
425,Sergio Ramos,es ESP,DF,Real Madrid,7,1,1,29,35,5,2,37,32,0,1,0,176,59,31,65.6
426,Recio,es ESP,MF,Leganés,9,0,0,46,27,0,9,14,21,0,0,0,93,25,11,69.4
427,Sergio Reguilón,es ESP,DF,Real Madrid,3,0,0,24,29,0,34,20,14,0,0,0,69,13,12,52
428,Diego Reyes,mx MEX,DF,Leganés,1,0,0,3,1,0,3,7,4,0,0,0,20,10,2,83.3
429,Mikel Rico,es ESP,MF,Athletic Club,0,0,0,5,3,0,4,2,2,0,0,0,19,7,7,50
430,Asier Riesgo,es ESP,GK,Eibar,1,0,0,0,0,0,0,0,1,0,0,0,24,1,1,50
431,Cristian Rivera,es ESP,MF,Huesca,2,0,0,18,11,1,9,31,25,0,0,0,136,23,34,40.4
432,Rober,es ESP,DF,Levante,6,0,0,28,13,1,1,51,29,0,1,1,191,60,66,47.6
433,Sergi Roberto,es ESP,"DF,MF",Barcelona,3,0,0,18,33,0,27,43,20,0,1,0,102,28,28,50
434,Patrick Roberts,eng ENG,"MF,FW",Girona,0,0,0,0,9,2,8,3,6,0,0,0,23,1,4,20
435,Joel Robles,es ESP,GK,Betis,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100
436,Marc Roca,es ESP,MF,Espanyol,9,0,0,60,27,0,5,36,45,0,0,0,236,43,40,51.8
437,Rubén Rochina,es ESP,MF,Levante,13,2,2,49,53,1,85,21,33,0,0,0,130,24,20,54.5
438,Rodri,es ESP,MF,Atlético Madrid,5,0,0,59,43,1,2,41,70,0,0,0,280,77,35,68.8
439,Rodrigo,es ESP,FW,Valencia,5,1,1,23,41,14,30,3,10,1,0,0,74,48,77,38.4
440,Kévin Rodrigues,pt POR,DF,Real Sociedad,1,0,0,5,6,0,12,8,11,0,0,0,31,6,13,31.6
441,Ángel Rodríguez,es ESP,FW,Getafe,4,0,0,42,35,35,27,8,7,0,1,0,59,26,68,27.7
442,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,6,0,0,31,27,4,137,16,25,1,0,0,138,22,47,31.9
443,Marko Rog,hr CRO,MF,Sevilla,5,0,0,14,11,0,2,8,11,0,0,0,37,9,10,47.4
444,Diego Rolán,uy URU,"MF,FW",Leganés,0,0,0,4,8,0,5,3,4,0,0,0,26,1,3,25
445,Diego Rolán,uy URU,"MF,FW",Alavés,1,0,0,6,9,0,5,1,4,0,0,0,15,8,7,53.3
446,Facundo Roncaglia,ar ARG,DF,Valencia,5,1,1,6,6,0,2,10,10,0,0,0,55,16,9,64
447,Facundo Roncaglia,ar ARG,DF,Celta Vigo,3,0,0,16,8,0,6,20,22,0,0,0,55,19,16,54.3
448,Roberto Rosales,ve VEN,DF,Espanyol,2,0,0,34,17,1,47,22,31,0,2,0,114,46,22,67.6
449,Waldo Rubio,es ESP,MF,Valladolid,1,0,0,7,2,4,12,1,2,0,0,0,24,2,10,16.7
450,Abel Ruiz,es ESP,FW,Barcelona,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0
451,Víctor Ruiz,es ESP,DF,Villarreal,10,0,0,29,10,1,4,38,19,0,1,0,117,47,29,61.8
452,Gerónimo Rulli,ar ARG,GK,Real Sociedad,3,0,0,1,3,0,0,1,1,0,1,0,33,12,2,85.7
453,Samuel Sáiz,es ESP,MF,Getafe,2,0,0,3,3,1,6,0,3,0,0,0,19,2,9,18.2
454,Mikel San José,es ESP,MF,Athletic Club,7,0,0,34,8,2,11,21,25,0,0,0,99,63,35,64.3
455,Antonio Sanabria,py PAR,FW,Betis,2,0,0,10,13,6,2,3,6,0,0,0,14,21,23,47.7
456,Javi Sánchez,es ESP,DF,Real Madrid,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,75
457,Víctor Sánchez,es ESP,MF,Espanyol,9,0,0,48,36,2,17,25,30,0,0,0,69,21,15,58.3
458,Luca Sangalli,es ESP,"MF,FW",Real Sociedad,0,0,0,11,17,0,20,5,13,1,0,0,65,9,21,30
459,Nicola Sansone,it ITA,"FW,MF",Villarreal,1,0,0,3,0,1,2,0,0,0,0,0,0,1,4,20
460,Roberto Santamaría,es ESP,GK,Huesca,1,0,0,0,3,0,0,1,0,0,0,0,11,0,0,
461,Michael Santos,uy URU,"FW,MF",Leganés,4,0,0,19,11,16,7,1,5,0,0,0,20,13,21,38.2
462,Pablo Sarabia,es ESP,"MF,FW",Sevilla,9,0,0,45,48,18,183,22,15,0,0,0,141,10,32,23.8
463,Lluís Sastre,es ESP,MF,Huesca,0,0,0,2,2,0,3,1,3,0,0,0,10,0,2,0
464,Stefan Savi?,me MNE,DF,Atlético Madrid,5,1,1,15,6,0,1,22,10,0,0,0,65,35,24,59.3
465,Alfa Semedo,gw GNB,MF,Espanyol,1,0,0,1,0,0,1,2,0,0,0,0,2,3,5,37.5
466,Nélson Semedo,pt POR,DF,Barcelona,4,0,0,22,27,5,17,22,27,2,0,0,103,18,14,56.3
467,Rúben Semedo,pt POR,DF,Huesca,4,0,0,12,6,0,0,16,16,0,0,0,49,34,26,56.7
