,,,,,Performance,,,,,,,,,Performance,,,,Aerial Duels,,
236,Theo Hernández,fr FRA,DF,Real Madrid,1,0,0,11,15,1,30,17,15,1,0,0,68,10,4,71.4
237,Borja Herrera,es ESP,DF,Las Palmas,0,0,0,1,1,0,14,3,1,0,0,0,12,2,4,33.3
238,Iago Herrerín,es ESP,GK,Athletic Club,0,0,0,2,2,0,0,0,1,0,2,0,12,3,1,75
239,Andrew Hjulsager,dk DEN,"DF,MF",Celta Vigo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
240,Brown Ideye,ng NGA,FW,Málaga,2,0,0,12,14,8,1,1,2,0,0,0,18,22,38,36.7
241,Asier Illarramendi,es ESP,MF,Real Sociedad,10,1,1,34,68,0,49,75,57,0,0,0,285,23,16,59
242,Andrés Iniesta,es ESP,MF,Barcelona,1,0,0,15,40,0,23,10,22,0,0,0,123,2,7,22.2
243,Takashi Inui,jp JPN,"MF,FW",Eibar,4,0,0,40,49,5,67,18,21,0,0,0,127,13,32,28.9
244,Gorka Iraizoz,es ESP,GK,Girona,1,0,0,0,0,0,0,1,1,0,0,1,11,0,1,0
245,Carlos Isaac,es ESP,DF,Atlético Madrid,1,0,0,2,1,0,3,2,0,0,0,0,3,2,0,100
246,Isco,es ESP,MF,Real Madrid,1,0,0,19,59,6,94,15,12,0,0,0,89,3,14,17.6
247,Manuel Iturra,cl CHI,MF,Málaga,6,0,0,43,21,0,9,29,45,0,0,0,122,22,22,50
248,Ander Iturraspe,es ESP,MF,Athletic Club,7,0,0,29,22,0,74,35,31,0,1,0,176,41,31,56.9
249,Ivi,es ESP,"MF,FW",Levante,3,0,0,40,20,4,101,15,34,1,0,0,95,10,20,33.3
250,Adnan Januzaj,be BEL,FW,Real Sociedad,4,0,0,32,60,6,59,11,11,0,0,0,74,5,14,26.3
251,Jason,es ESP,"FW,MF",Levante,2,0,0,31,29,5,63,20,25,0,0,0,95,16,29,35.6
252,Álvaro Jiménez,es ESP,"MF,FW",Getafe,4,1,1,12,25,0,17,1,8,0,0,0,27,5,12,29.4
253,Joaquín,es ESP,"MF,FW",Betis,7,0,0,21,40,5,94,15,19,1,0,0,131,17,29,37
254,Jony,es ESP,"FW,MF",Málaga,1,0,0,2,2,0,35,2,2,0,0,0,12,0,1,0
255,Joan Jordán,es ESP,MF,Eibar,2,1,1,37,17,5,114,30,24,0,0,0,176,36,35,50.7
256,Willian José,br BRA,FW,Real Sociedad,4,0,0,31,53,21,15,5,7,0,1,0,77,49,59,45.4
257,Jozabed,es ESP,MF,Celta Vigo,7,0,0,14,10,2,7,16,12,0,0,0,126,5,9,35.7
258,Juanfran,es ESP,DF,La Coruña,3,0,0,24,32,1,161,63,44,0,1,0,201,39,31,55.7
259,Juanfran,es ESP,DF,Atlético Madrid,3,0,0,32,9,5,36,26,24,0,0,0,76,5,10,33.3
260,Juankar,es ESP,DF,Málaga,2,0,0,9,8,1,24,19,17,0,0,0,51,5,11,31.3
261,Juanmi,es ESP,"FW,MF",Real Sociedad,3,0,0,20,23,16,5,10,13,1,1,0,57,12,17,41.4
262,Juanpe,es ESP,DF,Girona,7,0,0,48,7,1,4,53,30,1,0,0,108,60,30,66.7
263,Juanpi,ve VEN,"MF,FW",Málaga,1,0,0,4,15,0,13,6,8,0,0,0,28,2,15,11.8
264,David Juncà,es ESP,DF,Eibar,3,0,0,14,7,0,71,11,13,0,0,0,58,5,5,50
265,Aleksandar Katai,rs SRB,"MF,DF",Alavés,0,0,0,2,1,1,0,0,1,0,0,0,3,0,1,0
266,Olarenwaju Kayode,ng NGA,"FW,MF",Girona,2,0,0,11,11,5,4,1,3,2,0,0,14,5,7,41.7
267,Keko,es ESP,"MF,FW",Málaga,3,0,0,35,28,6,41,13,23,0,0,0,88,14,10,58.3
268,Kike,es ESP,FW,Eibar,5,0,0,47,76,13,15,10,8,0,0,0,101,95,133,41.7
269,Simon Kjær,dk DEN,DF,Sevilla,3,0,0,18,9,0,1,32,24,0,0,0,69,43,21,67.2
270,Koke,es ESP,MF,Atlético Madrid,3,0,0,24,51,1,140,24,45,0,0,0,232,13,10,56.5
271,Geoffrey Kondogbia,cf CTA,MF,Valencia,12,1,1,57,53,1,3,62,57,0,1,0,231,41,35,53.9
272,Mateo Kovacic,hr CRO,MF,Real Madrid,2,0,0,10,20,0,4,5,27,1,0,0,79,1,7,12.5
273,Maksym Koval,ua UKR,GK,La Coruña,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,
274,Bojan Krki?,es ESP,"FW,MF",Alavés,0,0,0,0,17,3,4,3,1,0,0,0,23,0,7,0
275,Michael Krohn-Dehli,dk DEN,MF,La Coruña,2,0,0,9,2,0,11,13,9,0,0,0,57,4,4,50
276,Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,0,0,0,3,3,2,17,4,7,0,0,0,34,1,10,9.1
277,Toni Kroos,de GER,MF,Real Madrid,4,0,0,21,38,2,148,16,35,0,0,0,151,11,7,61.1
278,Zdravko Kuzmanovi?,rs SRB,MF,Málaga,4,2,2,7,2,0,4,4,4,0,0,0,36,6,5,54.5
279,Alberto de la Bella,es ESP,DF,Real Sociedad,4,0,0,20,17,6,69,21,22,0,0,0,74,25,15,62.5
280,Mehdi Lacen,dz ALG,MF,Málaga,2,0,0,18,11,0,7,15,19,0,0,0,78,17,13,56.7
281,Mehdi Lacen,dz ALG,MF,Getafe,1,0,0,2,0,0,1,0,1,0,0,0,5,0,0,
282,Víctor Laguardia,es ESP,DF,Alavés,3,0,0,10,5,0,2,29,15,0,1,1,75,45,20,69.2
283,Aymeric Laporte,es ESP,DF,Athletic Club,5,0,0,19,18,2,9,27,23,1,0,1,97,47,20,70.1
284,Borja Lasso,es ESP,MF,Sevilla,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0
285,Toni Lato,es ESP,"DF,MF",Valencia,4,0,0,10,8,1,10,9,16,0,0,0,55,8,11,42.1
286,Miguel Layún,mx MEX,DF,Sevilla,4,0,0,12,9,0,53,15,19,0,1,0,65,14,10,58.3
287,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,3,0,0,25,12,1,72,16,42,0,1,0,136,27,29,48.2
288,Mauricio Lemos,uy URU,"DF,MF",Las Palmas,6,0,0,18,3,0,0,25,10,0,1,0,96,14,9,60.9
289,Clément Lenglet,fr FRA,DF,Sevilla,9,0,0,52,24,1,1,35,50,0,0,0,164,70,41,63.1
290,Pedro León,es ESP,"FW,MF",Eibar,1,0,0,12,10,3,133,9,4,0,0,0,36,10,18,35.7
291,Sergio León,es ESP,FW,Betis,5,0,0,25,39,11,9,6,7,0,0,0,44,22,51,30.1
292,Jefferson Lerma,co COL,MF,Levante,16,0,0,55,51,0,2,49,35,0,0,0,187,84,43,66.1
293,Maxime Lestienne,be BEL,MF,Málaga,1,0,0,3,3,1,32,6,5,0,0,0,37,0,5,0
294,Raúl Lizoain,es ESP,GK,Las Palmas,0,0,0,0,3,0,0,1,0,0,0,0,19,0,0,
295,Diego Llorente,es ESP,DF,Real Sociedad,9,1,1,35,27,0,3,43,22,0,2,0,147,63,51,55.3
296,Marcos Llorente,es ESP,MF,Real Madrid,1,0,0,6,4,0,1,5,8,0,0,0,46,7,11,38.9
297,Stanislav Lobotka,sk SVK,MF,Celta Vigo,2,0,0,42,47,0,10,39,45,0,1,0,289,26,33,44.1
298,David Lombán,es ESP,DF,Eibar,3,0,0,9,5,1,0,29,8,0,0,0,55,44,17,72.1
299,Adrián López,es ESP,"FW,MF",La Coruña,1,0,0,16,29,12,29,10,14,0,0,0,116,75,76,49.7
300,Alberto López,es ESP,DF,Málaga,0,0,0,1,1,0,1,2,1,0,0,0,4,0,0,
301,Andoni López,es ESP,DF,Athletic Club,0,0,0,3,1,0,1,1,0,0,1,0,3,1,1,50
302,David López,es ESP,"DF,MF",Espanyol,7,0,0,45,25,2,3,67,49,0,2,0,240,61,51,54.5
303,Diego López,es ESP,GK,Espanyol,1,0,0,1,1,0,0,0,0,0,0,0,6,1,0,100
304,Iván López,es ESP,DF,Levante,0,0,0,0,0,0,8,8,1,0,0,0,14,1,0,100
305,Javi López,es ESP,DF,Espanyol,4,0,0,20,20,0,28,18,35,0,0,0,55,15,15,50
306,Pedro López Muñoz,es ESP,DF,Levante,4,0,0,19,29,4,53,26,23,0,0,0,89,8,23,25.8
307,Pau López,es ESP,GK,Espanyol,3,0,0,0,5,0,0,1,0,0,0,0,27,7,1,87.5
308,Pedro López,es ESP,GK,Betis,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
309,Víctor López,es ESP,MF,Alavés,0,0,0,0,0,1,5,1,1,0,0,0,4,0,1,0
310,Anthony Lozano,hn HON,"FW,MF",Girona,0,0,0,18,10,3,8,3,5,0,0,0,19,22,21,51.2
311,Filipe Luís,br BRA,DF,Atlético Madrid,4,0,0,16,27,1,43,35,52,0,1,0,111,17,10,63
312,José Luis Gayà,es ESP,DF,Valencia,11,0,0,35,45,5,94,56,60,2,0,0,176,24,26,48
313,José Luis Morales,es ESP,"MF,FW",Levante,7,1,1,28,43,9,148,26,23,2,0,0,181,10,32,23.8
314,Luisinho,pt POR,DF,La Coruña,12,0,0,43,49,2,88,55,77,0,0,0,157,19,23,45.2
315,Douglas Luiz,br BRA,"MF,FW",Girona,3,0,0,13,8,0,8,4,9,0,0,0,24,3,6,33.3
316,Sasa Lukic,rs SRB,MF,Levante,4,0,0,24,15,0,5,17,16,0,1,0,60,12,13,48
317,Antonio Luna,es ESP,DF,Levante,5,0,0,21,15,3,58,36,26,0,0,0,141,13,13,50
318,Pablo Maffeo,es ESP,DF,Girona,10,0,0,30,35,1,112,50,55,1,1,0,165,59,34,63.4
319,Nemanja Maksimovi?,rs SRB,MF,Valencia,1,0,0,5,2,0,5,16,13,0,0,0,29,13,17,43.3
320,Hugo Mallo,es ESP,DF,Celta Vigo,12,0,0,48,27,5,113,68,55,0,0,0,168,63,44,58.9
321,Aïssa Mandi,dz ALG,DF,Betis,9,1,0,34,26,1,1,71,35,0,1,0,135,59,44,57.3
322,Martín Mantovani,ar ARG,DF,Leganés,3,0,0,17,15,0,0,22,5,0,1,0,45,35,22,61.4
323,José Manuel Jurado,es ESP,"MF,FW",Espanyol,1,0,0,6,34,0,23,16,14,0,1,0,116,2,3,40
324,Marcelo,br BRA,DF,Real Madrid,3,1,0,26,41,3,155,30,37,0,0,0,159,9,26,25.7
325,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,5,0,0,17,10,4,58,19,21,1,0,0,86,21,17,55.3
326,José María Giménez,uy URU,DF,Atlético Madrid,6,0,0,15,18,2,2,30,27,0,0,0,107,57,28,67.1
327,Adrián Marín,es ESP,DF,Villarreal,1,0,0,6,0,0,2,3,4,0,0,0,9,2,1,66.7
328,Guillermo Maripán,cl CHI,DF,Alavés,4,0,0,15,4,0,0,36,16,0,0,0,69,29,25,53.7
329,Roger Martí,es ESP,FW,Levante,4,0,0,17,14,5,6,1,4,0,0,0,34,9,22,29
330,Aarón Martín,es ESP,DF,Espanyol,6,0,0,29,20,0,148,49,36,0,0,0,151,18,41,30.5
331,Carlos Martínez,es ESP,DF,Real Sociedad,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100
332,Emiliano Martínez,ar ARG,GK,Getafe,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,50
333,Iñigo Martínez,es ESP,DF,Athletic Club,6,0,0,20,18,0,6,30,20,0,0,0,104,40,32,55.6
334,Iñigo Martínez,es ESP,DF,Real Sociedad,0,0,0,10,17,3,13,23,9,0,1,0,83,29,21,58
335,Roger Martínez,co COL,FW,Villarreal,1,0,0,6,10,1,2,0,1,0,0,0,7,5,5,50
336,Javier Mascherano,ar ARG,DF,Barcelona,0,0,0,9,1,0,0,8,13,0,0,0,38,0,4,0
337,Borja Mayoral,es ESP,"FW,MF",Real Madrid,0,0,0,4,5,7,0,0,3,0,0,0,15,4,2,66.7
338,Róbert Mazá?,sk SVK,DF,Celta Vigo,0,0,0,2,0,0,3,2,0,0,0,0,5,1,0,100
339,Álvaro Medrán,es ESP,MF,Alavés,2,0,0,20,13,2,11,13,14,0,0,0,66,6,9,40
340,Álvaro Medrán,es ESP,MF,Valencia,0,0,0,3,1,0,0,3,1,0,0,0,5,0,0,
341,Óscar Melendo,es ESP,"MF,FW",Espanyol,1,0,0,6,21,0,7,3,2,0,0,0,38,3,10,23.1
342,Brais Méndez,es ESP,"MF,FW",Celta Vigo,0,0,0,17,14,3,24,4,15,0,0,0,60,7,19,26.9
343,Gabriel Mercado,ar ARG,DF,Sevilla,9,0,0,36,16,6,23,42,37,1,1,0,118,39,32,54.9
344,Sabin Merino,es ESP,"FW,MF",Athletic Club,1,0,0,7,6,2,4,1,3,1,0,0,25,12,13,48
345,Roque Mesa,es ESP,MF,Sevilla,2,0,0,10,6,0,1,0,10,0,0,0,21,1,3,25
346,Lionel Messi,ar ARG,FW,Barcelona,3,0,0,17,80,13,52,7,8,0,0,0,86,8,11,42.1
347,Michel,br BRA,DF,Las Palmas,5,1,1,38,43,6,64,39,24,0,0,0,124,32,28,53.3
348,Santi Mina,es ESP,FW,Valencia,4,0,0,24,36,11,6,2,9,1,0,0,50,35,54,39.3
349,Yerry Mina,co COL,DF,Barcelona,2,0,0,6,6,1,0,6,8,0,0,0,13,10,5,66.7
350,Ignasi Miquel,es ESP,DF,Málaga,5,1,0,41,14,0,2,33,10,0,1,0,87,44,42,51.2
351,Luka Modric,hr CRO,MF,Real Madrid,3,0,0,20,31,0,18,31,22,1,0,0,149,7,12,36.8
352,Johan Mojica,co COL,DF,Girona,6,0,0,38,47,6,147,32,27,0,0,0,161,26,34,43.3
353,Jorge Molina,es ESP,FW,Getafe,10,0,0,54,61,39,17,7,10,6,0,0,88,97,151,39.1
354,Daniel Molina Orta,es ESP,MF,Celta Vigo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
355,Francisco Molinero,es ESP,DF,Getafe,5,0,0,21,6,0,11,14,10,0,1,0,32,6,5,54.5
356,Momo,es ESP,"FW,MF",Las Palmas,3,0,0,5,21,3,34,5,8,0,0,0,44,4,8,33.3
357,Jefferson Montero,ec ECU,"MF,FW",Getafe,0,0,0,2,0,0,9,0,1,0,0,0,3,2,1,66.7
358,Martín Montoya,es ESP,DF,Valencia,7,0,0,38,28,1,51,53,48,0,2,0,98,33,25,56.9
359,Walter Montoya,ar ARG,FW,Sevilla,0,0,0,2,2,1,0,0,1,0,0,0,5,1,0,100
360,Shaquell Moore,us USA,DF,Levante,0,0,0,8,3,0,11,13,6,0,0,0,25,2,1,66.7
361,Emre Mor,tr TUR,"FW,MF",Celta Vigo,4,0,0,10,22,2,41,4,7,0,0,0,44,1,3,25
362,Sergio Mora,es ESP,MF,Getafe,5,0,0,15,6,0,4,15,15,0,0,0,55,12,15,44.4
363,Erik Morán,es ESP,MF,Leganés,2,0,0,3,0,0,2,4,2,0,1,0,16,1,0,100
364,Gerard Moreno,es ESP,FW,Espanyol,4,0,0,56,78,36,39,19,28,1,0,0,146,132,162,44.9
365,Héctor Moreno,mx MEX,DF,Real Sociedad,1,0,0,9,13,1,0,10,3,0,0,0,56,24,9,72.7
366,Marlos Moreno,co COL,"MF,DF",Girona,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
367,Loren Morón,es ESP,FW,Betis,3,0,0,26,28,5,4,1,8,0,0,0,28,13,31,29.5
368,Pedro Mosquera,es ESP,MF,La Coruña,7,0,0,32,12,0,11,23,31,0,1,0,114,23,34,40.4
369,Toni Moya,es ESP,MF,Atlético Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,Álex Mula,es ESP,"FW,MF",Málaga,1,0,0,6,4,2,25,6,3,0,0,0,41,3,10,23.1
371,Iker Muniain,es ESP,"MF,FW",Athletic Club,1,0,0,5,29,1,15,4,8,1,0,0,45,2,3,40
372,Marc Muniesa,es ESP,DF,Girona,3,0,0,12,9,0,1,33,18,0,0,0,69,24,19,55.8
373,Ezequiel Muñoz,ar ARG,DF,Leganés,2,0,0,18,6,2,1,24,28,0,0,0,79,36,23,61
374,Sulley Muntari,gh GHA,MF,La Coruña,3,0,0,11,7,0,6,11,7,0,0,0,13,11,9,55
375,Luis Muriel,co COL,FW,Sevilla,4,0,0,26,13,31,18,3,9,0,1,0,42,26,49,34.7
376,Jeison Murillo,co COL,DF,Valencia,4,0,0,16,15,2,0,29,24,0,1,0,85,45,22,67.2
377,Fahad Al Muwallad,sa KSA,MF,Levante,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,
378,Alfred N'Diaye,sn SEN,"DF,MF",Villarreal,0,0,0,2,0,0,0,3,1,0,0,0,10,3,1,75
379,Nacho,es ESP,DF,Real Madrid,7,0,0,33,28,0,23,46,40,0,1,1,126,34,25,57.6
380,Matías Nahuel,es ESP,"MF,FW",Betis,2,0,0,7,6,0,5,2,4,0,0,0,17,1,2,33.3
381,Naldo,br BRA,DF,Espanyol,2,0,0,7,0,1,0,16,8,0,1,0,45,24,20,54.5
382,Nano,es ESP,FW,Levante,2,0,0,8,4,5,0,0,6,0,0,0,14,3,7,30
383,Naranjo,es ESP,"MF,FW",Leganés,2,0,0,12,3,2,15,3,10,0,0,0,24,7,9,43.8
384,Juanjo Narváez,co COL,MF,Betis,0,0,0,4,16,0,6,8,6,0,0,0,27,2,5,28.6
385,Fernando Navarro,es ESP,DF,La Coruña,5,0,0,19,12,0,12,29,22,0,0,0,52,18,12,60
386,Marc Navarro,es ESP,DF,Espanyol,3,0,0,12,8,0,61,22,13,0,1,0,59,11,21,34.4
387,Rafa Navarro,es ESP,DF,Betis,0,0,0,2,3,0,2,1,2,0,0,0,6,1,3,25
388,Ximo Navarro,es ESP,DF,Las Palmas,12,0,0,28,51,0,11,66,43,0,1,1,203,29,30,49.2
389,Jesús Navas,es ESP,"FW,DF",Sevilla,2,0,0,16,24,8,94,19,25,0,1,0,106,11,24,31.4
390,Keylor Navas,cr CRC,GK,Real Madrid,1,0,0,1,3,0,0,3,1,0,1,0,44,4,0,100
391,Raúl Navas,es ESP,DF,Real Sociedad,4,0,0,13,6,0,1,30,15,0,0,0,120,40,21,65.6
392,Merveille Ndockyt,cg CGO,"MF,FW",Getafe,1,0,0,4,3,0,0,2,1,0,0,0,5,2,2,50
393,Neto,br BRA,GK,Valencia,2,0,0,0,4,0,0,1,1,0,0,0,22,6,0,100
394,Saúl Ñíguez,es ESP,MF,Atlético Madrid,9,0,0,67,35,5,19,55,90,1,0,0,237,75,97,43.6
395,Nolito,es ESP,"FW,MF",Sevilla,4,0,0,17,24,20,27,10,36,0,0,0,97,13,19,40.6
396,Unai Núñez,es ESP,DF,Athletic Club,11,0,0,42,24,0,3,67,52,0,0,0,172,70,43,61.9
397,Steven Nzonzi,fr FRA,MF,Sevilla,2,0,0,31,13,2,10,28,26,0,0,0,186,101,23,81.5
398,Jan Oblak,si SVN,GK,Atlético Madrid,1,0,0,2,3,0,0,2,0,0,1,0,36,4,1,80
399,Álvaro Odriozola,es ESP,DF,Real Sociedad,3,1,1,25,31,9,155,26,27,0,1,0,178,5,29,14.7
400,Oier Olazábal,es ESP,GK,Levante,2,0,0,2,4,0,0,1,0,0,1,0,20,3,1,75
401,Paulo Oliveira,pt POR,DF,Eibar,3,0,0,15,12,0,1,62,22,0,0,1,115,70,62,53
402,Mathías Olivera,uy URU,MF,Getafe,0,0,0,2,0,0,1,1,1,0,0,0,9,6,11,35.3
403,Michael Olunga,ke KEN,"FW,MF",Girona,0,0,0,12,2,7,3,3,5,0,0,0,20,20,23,46.5
404,Javier Ontiveros,es ESP,"MF,FW",Málaga,4,0,0,8,6,0,22,4,7,0,0,0,29,7,6,53.8
405,Fabián Orellana,cl CHI,"MF,FW",Eibar,5,1,1,15,20,5,57,7,8,0,0,0,82,12,24,33.3
406,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,3,0,0,28,46,17,85,18,23,1,0,0,110,32,50,39
407,Daniel Pacheco,es ESP,"MF,FW",Getafe,0,0,0,0,0,0,20,2,4,0,0,0,8,0,2,0
408,Fernando Pacheco,es ESP,GK,Alavés,2,0,0,0,3,0,0,3,0,0,0,0,27,4,0,100
409,Costel Pantilimon,ro ROU,GK,La Coruña,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
410,Rubén Pardo,es ESP,MF,Real Sociedad,0,1,0,1,1,0,8,5,0,0,0,0,24,3,0,100
411,Nicolás Pareja,ar ARG,DF,Sevilla,2,0,0,10,2,0,0,13,8,0,0,0,18,14,4,77.8
412,Daniel Parejo,es ESP,MF,Valencia,15,1,0,47,67,2,171,34,57,0,0,0,300,16,21,43.2
413,Thomas Partey,gh GHA,"MF,DF",Atlético Madrid,6,0,0,40,35,0,20,53,64,0,0,0,216,51,37,58
414,Paulinho,br BRA,MF,Barcelona,2,0,0,32,33,4,3,15,28,0,0,0,112,29,35,45.3
415,Gabriel Paulista,br BRA,DF,Valencia,6,1,1,23,19,0,1,51,27,0,1,0,166,59,26,69.4
416,Giampaolo Pazzini,it ITA,FW,Levante,1,0,0,10,11,5,1,1,0,0,0,0,6,4,12,25
417,Alfonso Pedraza,es ESP,"MF,DF",Alavés,5,0,0,46,22,5,77,32,40,2,0,0,131,20,25,44.4
418,Rubén Peña,es ESP,"DF,MF",Eibar,1,0,0,15,18,5,70,30,28,0,0,0,130,14,21,40
419,Gabriel Peñalba,ar ARG,MF,Las Palmas,3,0,0,9,4,0,0,8,5,0,0,0,55,14,8,63.6
420,Adalberto Peñaranda,ve VEN,"FW,MF",Málaga,3,0,0,28,27,3,5,0,6,0,0,0,41,17,46,27
421,Andreas Pereira,br BRA,MF,Valencia,5,0,0,20,21,1,65,11,15,0,0,0,59,13,12,52
422,Hernán Pérez,py PAR,MF,Alavés,2,0,0,10,6,3,15,3,8,0,0,0,35,5,10,33.3
423,Hernán Pérez,py PAR,"MF,DF",Espanyol,1,0,0,3,1,0,10,1,3,0,0,0,11,4,3,57.1
424,Lucas Pérez,es ESP,FW,La Coruña,3,0,0,25,33,37,168,9,12,3,0,0,112,4,15,21.1
425,Rubén Pérez,es ESP,MF,Leganés,13,0,0,44,47,0,2,77,61,0,0,0,311,38,24,61.3
426,Pablo Piatti,ar ARG,"MF,FW",Espanyol,0,0,0,35,52,7,145,22,32,1,0,0,107,23,46,33.3
427,Tomás Pina Isla,es ESP,MF,Alavés,7,0,0,72,29,1,6,43,49,0,0,0,200,44,61,41.9
428,Gerard Piqué,es ESP,DF,Barcelona,9,0,0,23,11,3,2,30,22,1,0,0,206,64,29,68.8
429,Guido Pizarro,ar ARG,MF,Sevilla,9,0,0,48,25,0,0,26,47,0,0,0,123,48,25,65.8
430,Carles Planas,es ESP,DF,Girona,0,0,0,1,0,0,7,5,2,0,0,0,13,3,1,75
431,Pere Pons,es ESP,MF,Girona,8,0,0,59,35,0,3,30,54,0,1,0,176,24,43,35.8
432,Francisco Portillo,es ESP,"MF,FW",Getafe,6,0,0,27,29,2,29,22,23,0,0,0,173,12,42,22.2
433,Portu,es ESP,MF,Girona,4,0,0,54,55,23,72,12,24,1,0,0,140,17,77,18.1
434,Sergio Postigo,es ESP,DF,Levante,6,0,0,12,15,0,3,40,23,0,0,1,113,24,37,39.3
435,Darío Poveda,es ESP,MF,Villarreal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
436,Andrés Prieto,es ESP,GK,Málaga,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100
437,Xabi Prieto,es ESP,"MF,FW",Real Sociedad,1,0,0,15,31,4,56,7,14,0,0,0,89,30,28,51.7
438,Dani Raba,es ESP,"MF,FW",Villarreal,3,1,0,25,27,8,34,17,21,0,0,0,74,8,15,34.8
439,Nemanja Radoja,rs SRB,MF,Celta Vigo,3,0,0,11,15,1,4,10,16,0,0,0,64,19,14,57.6
440,Ivan Rakitic,hr CRO,MF,Barcelona,4,0,0,33,46,3,54,44,31,0,0,0,232,24,24,50
441,Jonás Ramalho,es ESP,DF,Girona,3,0,0,20,12,1,7,35,16,0,1,1,135,38,26,59.4
442,Benito Ramírez,es ESP,"FW,DF",Las Palmas,0,0,0,2,1,0,16,2,3,0,0,0,7,1,3,25
443,Sandro Ramírez,es ESP,"FW,MF",Sevilla,0,0,0,17,22,5,18,4,8,1,0,0,25,4,9,30.8
444,Toño Ramírez,es ESP,GK,Real Sociedad,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100
445,Iván Ramis,es ESP,DF,Eibar,4,0,0,11,8,2,0,25,14,0,0,0,107,53,31,63.1
446,Omar Ramos,es ESP,"FW,MF",Leganés,3,0,0,14,18,2,76,14,14,0,0,0,75,15,20,42.9
447,Sergio Ramos,es ESP,DF,Real Madrid,9,2,2,37,20,6,9,47,29,0,0,1,195,84,45,65.1
448,Recio,es ESP,MF,Málaga,11,1,1,42,44,1,68,30,42,0,0,0,145,21,21,50
449,Alberto Redondo,es ESP,DF,Getafe,0,0,0,4,0,0,2,0,3,0,0,0,2,2,1,66.7
450,Xesc Regis,es ESP,FW,Eibar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
451,Loïc Rémy,fr FRA,FW,Las Palmas,1,0,0,8,7,3,7,1,3,0,0,0,22,5,4,55.6
452,Loïc Rémy,fr FRA,"FW,MF",Getafe,3,1,1,14,12,9,5,1,2,2,0,0,11,21,19,52.5
453,Federico Ricca,uy URU,DF,Málaga,4,0,0,18,6,0,32,24,24,0,0,0,50,26,16,61.9
454,Diego Rico,es ESP,DF,Leganés,9,1,1,37,43,4,125,76,43,0,3,0,183,28,20,58.3
455,Mikel Rico,es ESP,MF,Athletic Club,2,0,0,19,23,0,12,23,13,0,0,0,125,6,12,33.3
456,Sergio Rico,es ESP,GK,Sevilla,2,0,0,1,3,0,0,1,1,0,1,0,31,11,1,91.7
457,Asier Riesgo,es ESP,GK,Eibar,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100
458,Cristian Rivera,es ESP,MF,Eibar,0,0,0,3,1,0,0,3,10,0,0,0,34,1,1,50
459,Rober,es ESP,"DF,MF",Levante,4,0,0,18,7,0,3,41,22,0,1,1,125,16,24,40
460,Roberto,es ESP,GK,Málaga,0,0,0,1,3,0,0,2,0,0,0,0,35,13,1,92.9
461,Sergi Roberto,es ESP,DF,Barcelona,3,2,0,16,26,1,35,39,40,0,0,0,150,14,23,37.8
462,Álex Robles,es ESP,DF,Málaga,0,0,0,3,1,0,1,3,1,0,0,0,5,2,0,100
463,Marc Roca,es ESP,MF,Espanyol,0,0,0,6,0,0,1,4,7,0,0,0,20,0,4,0
464,Rubén Rochina,es ESP,"MF,DF",Levante,0,1,0,2,4,0,1,2,5,0,0,0,12,0,2,0
465,Rodri,es ESP,MF,Villarreal,8,0,0,77,35,2,5,52,71,0,0,0,320,98,35,73.7
466,Rodrigo,es ESP,FW,Valencia,4,0,0,28,40,20,26,17,13,2,0,0,86,34,46,42.5
467,Kévin Rodrigues,pt POR,DF,Real Sociedad,1,0,0,23,15,0,70,27,32,0,0,1,99,19,19,50
468,Ángel Rodríguez,es ESP,FW,Getafe,6,0,0,48,36,32,20,6,19,2,0,0,62,29,108,21.2
469,Iván Rodríguez,es ESP,DF,Málaga,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,
470,Diego Rolán,uy URU,"FW,MF",Málaga,0,0,0,28,48,19,27,12,25,1,0,0,107,11,41,21.2
471,Esteban Rolón,ar ARG,MF,Málaga,1,0,0,12,4,0,1,9,4,0,0,0,22,3,5,37.5
472,Óscar Romero,py PAR,"MF,FW",Alavés,0,0,0,7,10,0,6,3,2,0,0,0,20,6,2,75
473,Cristiano Ronaldo,pt POR,FW,Real Madrid,1,0,0,19,18,40,34,6,4,1,0,0,51,34,27,55.7
